Mark,WIND,Competitor,DOB,Nat,Venue,Date,Event,Age,Gender,is_indoor
14.94,+0.2,Inna LASOVSKAYA,1969-12-17,RUS,Bratislava (SVK),1994-06-01,triple jump,24,F,0
14.94,+0.9,Ashia HANSEN,1971-12-05,GBR,Sheffield (GBR),1997-06-29,triple jump,25,F,0
14.94,+2.3,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Fukuoka (JPN),1997-09-13,triple jump,26,F,0
14.94,0.0,Iva PRANDZHEVA,1972-02-15,BUL,"Green Dome, Maebashi (JPN) (i)",1999-03-07,triple jump,27,F,1
14.94,0.0,Tatyana LEBEDEVA,1976-07-21,RUS,Volgograd (RUS),1999-05-30,triple jump,22,F,0
14.94,+0.1,Paraskevi TSIAMITA,1972-03-10,GRE,Athina (GRE),1999-06-05,triple jump,27,F,0
14.94,0.0,Cristina NICOLAU,1977-08-09,ROU,Bucureşti (ROU) (i),2000-02-05,triple jump,22,F,1
14.94,+2.4,Tatyana LEBEDEVA,1976-07-21,RUS,"International Stadium, Gateshead (GBR)",2001-08-19,triple jump,25,F,0
14.94,0.0,Tatyana LEBEDEVA,1976-07-21,RUS,Volgograd (RUS) (i),2004-01-17,triple jump,27,F,1
14.94,-0.9,Tatyana LEBEDEVA,1976-07-21,RUS,Zürich (SUI),2005-08-19,triple jump,29,F,0
14.94,-0.2,Tatyana LEBEDEVA,1976-07-21,RUS,"Boudewijnstadion, Bruxelles (BEL)",2005-08-26,triple jump,29,F,0
14.94,0.0,Oksana UDMURTOVA,1982-02-01,RUS,Tartu (EST) (i),2008-02-20,triple jump,26,F,1
14.94,+0.2,Olha SALADUKHA,1983-06-04,UKR,"DS, Daegu (KOR)",2011-09-01,triple jump,28,F,0
14.94,+2.4,Olha SALADUKHA,1983-06-04,UKR,Milano (ITA),2011-09-18,triple jump,28,F,0
14.94,+1.4,Shanieka RICKETTS,1992-02-02,JAM,"Alexander Stadium, Birmingham (GBR)",2022-08-05,triple jump,30,F,0
14.94,-0.3,Leyanis PÉREZ HERNÁNDEZ,2002-01-10,CUB,"National Stadium, Tokyo (JPN)",2025-09-18,triple jump,23,F,0
14.93,+2.4,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Lille (FRA),1998-07-11,triple jump,27,F,0
14.93,+2.8,Trecia Kaye SMITH,1975-11-05,JAM,Kingston (JAM),2004-06-26,triple jump,28,F,0
14.93,0.0,Anna PYATYKH,1981-04-04,RUS,"Olimpiyskiy Stadion, Moskva (RUS) (i)",2006-03-11,triple jump,24,F,1
14.93,+1.5,Francoise MBANGO ETONE,1976-04-14,CMR,Bordeaux (FRA),2008-07-04,triple jump,32,F,0
14.93,+3.7,Nadezhda ALYOKHINA,1978-09-22,RUS,"Estadio Olímpico, Barcelona (ESP)",2010-07-29,triple jump,31,F,0
14.93,+2.1,Caterine IBARGUEN,1984-02-12,COL,"Hayward Field, Eugene, OR (USA)",2013-06-01,triple jump,29,F,0
14.93,0.0,Shanieka RICKETTS,1992-02-02,JAM,"Letzigrund, Zürich (SUI)",2019-08-29,triple jump,27,F,0
14.93,+0.8,Liadagmis POVEA,1996-02-06,CUB,"Estadio Panamericano, La Habana (CUB)",2021-05-22,triple jump,25,F,0
14.93,-0.1,Shanieka RICKETTS,1992-02-02,JAM,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-25,triple jump,31,F,0
14.93,0.0,Leyanis PÉREZ HERNÁNDEZ,2002-01-10,CUB,"Sports Training Center, Nanjing (CHN) (i)",2025-03-22,triple jump,23,F,1
14.92,+1.4,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Ostrava (CZE),1998-06-11,triple jump,27,F,0
14.92,+0.3,Magdelín MARTÍNEZ,1976-02-10,ITA,Rovereto (ITA),2004-09-08,triple jump,28,F,0
14.92,+0.2,Yamilé ALDAMA,1972-08-14,SUD,"Stade Louis II, Monaco (MON)",2004-09-19,triple jump,32,F,0
14.92,+1.3,Marija ŠESTAK,1979-04-17,SLO,Ljubljana (SLO),2007-06-03,triple jump,28,F,0
14.92,+0.7,Yargelis SAVIGNE,1984-11-13,CUB,"Stadio Guidobaldi, Rieti (ITA)",2007-09-09,triple jump,22,F,0
14.92,+0.2,Tatyana LEBEDEVA,1976-07-21,RUS,Kazan (RUS),2008-07-19,triple jump,31,F,0
14.92,0.0,Yargelis SAVIGNE,1984-11-13,CUB,La Habana (CUB),2011-02-18,triple jump,26,F,0
14.92,+0.1,Caterine IBARGUEN,1984-02-12,COL,Guadalajara (MEX),2011-10-28,triple jump,27,F,0
14.92,+2.3,Yekaterina KONEVA,1988-09-25,RUS,Krasnodar (RUS),2015-05-24,triple jump,26,F,0
14.92,+2.6,Yulimar ROJAS,1995-10-21,VEN,"Suhaim bin Hamad Stadium, Doha (QAT)",2016-05-06,triple jump,20,F,0
14.92,+1.2,Caterine IBARGUEN,1984-02-12,COL,Barranquilla (COL),2018-08-01,triple jump,34,F,0
14.92,0.0,Yulimar ROJAS,1995-10-21,VEN,"Gallur, Madrid (ESP) (i)",2019-02-08,triple jump,23,F,1
14.92,+0.2,Shanieka RICKETTS,1992-02-02,JAM,"Khalifa International Stadium, Doha (QAT)",2019-10-05,triple jump,27,F,0
14.92,+2.0,Shanieka RICKETTS,1992-02-02,JAM,"Stadio Quercia, Rovereto (ITA)",2023-09-06,triple jump,31,F,0
14.92,+0.1,Leyanis PÉREZ HERNÁNDEZ,2002-01-10,CUB,"Centro Gabre Gabric, Brescia (ITA)",2025-07-15,triple jump,23,F,0
14.91,+1.4,Inessa KRAVETS,1966-10-05,UKR,Bratislava (SVK),1994-06-01,triple jump,27,F,0
14.91,+1.1,Anna BIRYUKOVA,1967-09-27,RUS,Nice (FRA),1995-07-12,triple jump,27,F,0
14.91,0.0,Rodica MATEESCU,1971-03-13,ROU,Bucureşti (ROU) (i),1997-02-28,triple jump,25,F,1
14.91,+1.1,Inna LASOVSKAYA,1969-12-17,RUS,"Olympiastadion, München (GER)",1997-06-21,triple jump,27,F,0
14.91,+0.3,Tatyana LEBEDEVA,1976-07-21,RUS,"Olympic Stadium, Sydney (AUS)",2000-09-22,triple jump,24,F,0
14.91,0.0,Tereza MARINOVA,1977-09-25,BUL,"Atlantic Pavillion, Lisboa (POR) (i)",2001-03-11,triple jump,23,F,1
14.91,+0.1,Tatyana LEBEDEVA,1976-07-21,RUS,Athina (GRE),2001-06-11,triple jump,24,F,0
14.91,+1.7,Kéne NDOYE,1978-11-20,SEN,Lille (FRA),2003-06-15,triple jump,24,F,0
14.91,+0.6,Trecia Kaye SMITH,1975-11-05,JAM,Fortaleza (BRA),2005-05-18,triple jump,29,F,0
14.91,-1.3,Yargelis SAVIGNE,1984-11-13,CUB,"Olympic Stadium, Athina (GRE)",2006-07-03,triple jump,21,F,0
14.91,+0.3,Anna PYATYKH,1981-04-04,RUS,Rieti (ITA),2008-09-07,triple jump,27,F,0
14.91,+0.3,Yargelis SAVIGNE,1984-11-13,CUB,"Stade Olympique de la Pontaise, Lausanne (SUI)",2009-07-07,triple jump,24,F,0
14.91,+0.4,Yulimar ROJAS,1995-10-21,VEN,"Olympic Stadium, London (GBR)",2017-08-07,triple jump,21,F,0
14.91,+1.1,Keturah ORJI,1996-03-05,USA,"CVEATC, Chula Vista, CA (USA)",2021-04-25,triple jump,25,F,0
14.91,+0.5,Shanieka RICKETTS,1992-02-02,JAM,"Stade Louis II, Monaco (MON)",2022-08-10,triple jump,30,F,0
14.91,+2.1,Yulimar ROJAS,1995-10-21,VEN,"Bislett Stadion, Oslo (NOR)",2023-06-15,triple jump,27,F,0
14.91,-0.5,Leyanis PÉREZ HERNÁNDEZ,2002-01-10,CUB,"Letzigrund, Zürich (SUI)",2025-08-28,triple jump,23,F,0
14.9,0.0,Inna LASOVSKAYA,1969-12-17,RUS,Liévin (FRA) (i),1994-02-13,triple jump,24,F,1
14.9,+1.2,Inna LASOVSKAYA,1969-12-17,RUS,"Ullevi Stadium, Göteborg (SWE)",1995-08-10,triple jump,25,F,0
14.9,+0.6,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Athina (GRE),1998-06-17,triple jump,27,F,0
14.9,+0.6,Tereza MARINOVA,1977-09-25,BUL,Kalamata (GRE),2000-06-04,triple jump,22,F,0
14.9,+2.1,Tereza MARINOVA,1977-09-25,BUL,Chania (GRE),2000-06-14,triple jump,22,F,0
14.9,-0.2,Magdelín MARTÍNEZ,1976-02-10,ITA,"Stade de France, Paris-St-Denis (FRA)",2003-08-26,triple jump,27,F,0
14.9,0.0,Yamilé ALDAMA,1972-08-14,SUD,"Sportaréna, Budapest (HUN) (i)",2004-03-06,triple jump,31,F,1
14.9,0.0,Yamilé ALDAMA,1972-08-14,SUD,Brazzaville (CGO),2004-07-14,triple jump,31,F,0
14.9,-0.2,Trecia Kaye SMITH,1975-11-05,JAM,Thessaloniki (GRE),2004-07-19,triple jump,28,F,0
14.9,+1.0,Limei XIE,1986-06-27,CHN,Urumqi (CHN),2007-09-20,triple jump,21,F,0
14.9,+2.9,Marija ŠESTAK,1979-04-17,SLO,Thessaloniki (GRE),2008-07-09,triple jump,29,F,0
14.9,+1.2,Francoise MBANGO ETONE,1976-04-14,CMR,Rieti (ITA),2008-09-07,triple jump,32,F,0
14.9,+0.1,Caterine IBARGUEN,1984-02-12,COL,"National Stadium, Beijing (CHN)",2015-08-24,triple jump,31,F,0
14.9,-0.2,Thea LAFOND,1994-04-05,DMA,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-25,triple jump,29,F,0
14.9,0.0,Leyanis PÉREZ HERNÁNDEZ,2002-01-10,CUB,"Glasgow Arena, Glasgow (GBR) (i)",2024-03-03,triple jump,22,F,1
14.89,+1.1,Anna BIRYUKOVA,1967-09-27,RUS,"Olympiastadion, Helsinki (FIN)",1994-08-08,triple jump,26,F,0
14.89,-1.0,Inna LASOVSKAYA,1969-12-17,RUS,Moskva (RUS),1995-06-05,triple jump,25,F,0
14.89,0.0,Tatyana LEBEDEVA,1976-07-21,RUS,Moskva (RUS),1999-06-05,triple jump,22,F,0
14.89,+0.4,Tatyana LEBEDEVA,1976-07-21,RUS,Bratislava (SVK),2000-06-22,triple jump,23,F,0
14.89,0.0,Tatyana LEBEDEVA,1976-07-21,RUS,Pireaus (GRE) (i),2001-02-21,triple jump,24,F,1
14.89,-1.2,Tatyana LEBEDEVA,1976-07-21,RUS,"Weserstadion, Bremen (GER)",2001-06-23,triple jump,24,F,0
14.89,+3.0,Tereza MARINOVA,1977-09-25,BUL,"Commonwealth Stadium, Edmonton (CAN)",2001-08-08,triple jump,23,F,0
14.89,+1.6,Magdelín MARTÍNEZ,1976-02-10,ITA,Milano (ITA),2003-06-28,triple jump,27,F,0
14.89,-2.7,Tatyana LEBEDEVA,1976-07-21,RUS,"Olympiastadion, Berlin (GER)",2003-08-10,triple jump,27,F,0
14.89,+2.2,Yamilé ALDAMA,1972-08-14,SUD,London (GBR),2004-07-18,triple jump,31,F,0
14.89,+1.0,Baya RAHOULI,1979-07-27,ALG,"Olympic Stadium, Athina (GRE)",2004-08-21,triple jump,25,F,0
14.89,+0.1,Tatyana LEBEDEVA,1976-07-21,RUS,Oslo (NOR),2005-07-29,triple jump,29,F,0
14.89,+1.7,Chrysopigi DEVETZI,1976-01-02,GRE,"Stade Louis II, Monaco (MON)",2005-09-10,triple jump,29,F,0
14.89,-0.7,Yargelis SAVIGNE,1984-11-13,CUB,"Stade Louis II, Monaco (MON)",2009-07-28,triple jump,24,F,0
14.89,+1.0,Olga RYPAKOVA,1984-11-30,KAZ,"Shanghai Stadium, Shanghai (CHN)",2010-05-23,triple jump,25,F,0
14.89,+0.2,Olga RYPAKOVA,1984-11-30,KAZ,"DS, Daegu (KOR)",2011-09-01,triple jump,26,F,0
14.89,+0.6,Yekaterina KONEVA,1988-09-25,RUS,"Stade Louis II, Monaco (MON)",2014-07-18,triple jump,25,F,0
14.89,+0.9,Caterine IBARGUEN,1984-02-12,COL,"Olympic Stadium, London (GBR)",2017-08-07,triple jump,33,F,0
14.89,+2.5,Caterine IBARGUEN,1984-02-12,COL,"Bislett Stadion, Oslo (NOR)",2018-06-07,triple jump,34,F,0
14.89,0.0,Caterine IBARGUEN,1984-02-12,COL,"Stade Olympique de la Pontaise, Lausanne (SUI)",2019-07-05,triple jump,35,F,0
14.89,+1.7,Shanieka RICKETTS,1992-02-02,JAM,"Hayward Field, Eugene, OR (USA)",2022-07-18,triple jump,30,F,0
14.89,+1.0,Thea LAFOND,1994-04-05,DMA,"National Stadium, Tokyo (JPN)",2025-09-18,triple jump,31,F,0
14.88,0.0,Inna LASOVSKAYA,1969-12-17,RUS,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1994-03-13,triple jump,24,F,1
14.88,-0.2,Yolanda CHEN,1961-07-26,RUS,Moskva (RUS),1995-06-18,triple jump,33,F,0
14.88,+0.2,Paraskevi TSIAMITA,1972-03-10,GRE,"La Cartuja, Sevilla (ESP)",1999-08-24,triple jump,27,F,0
14.88,+3.8,Trecia Kaye SMITH,1975-11-05,JAM,"Lawrence, KS (USA)",2001-04-21,triple jump,25,F,0
14.88,0.0,Yamilé ALDAMA,1972-08-14,CUB,Karlsruhe (GER) (i),2003-02-28,triple jump,30,F,1
14.88,0.0,Francoise MBANGO ETONE,1976-04-14,CMR,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-15,triple jump,26,F,1
14.88,+0.3,Francoise MBANGO ETONE,1976-04-14,CMR,Oslo (NOR),2003-06-27,triple jump,27,F,0
14.88,+2.2,Magdelín MARTÍNEZ,1976-02-10,ITA,Rieti (ITA),2003-09-07,triple jump,27,F,0
14.88,+1.2,Anna PYATYKH,1981-04-04,RUS,"Stade Olympique de la Pontaise, Lausanne (SUI)",2005-07-05,triple jump,24,F,0
14.88,+0.9,Chrysopigi DEVETZI,1976-01-02,GRE,"Olympic Stadium, Athina (GRE)",2006-07-03,triple jump,30,F,0
14.88,+0.1,Tatyana LEBEDEVA,1976-07-21,RUS,"Stadio Olimpico, Roma (ITA)",2006-07-14,triple jump,29,F,0
14.88,+1.1,Anna PYATYKH,1981-04-04,RUS,Kazan (RUS),2008-07-19,triple jump,27,F,0
14.88,0.0,Olha SALADUKHA,1983-06-04,UKR,"Scandinavium, Göteborg (SWE) (i)",2013-03-03,triple jump,29,F,1
14.88,+0.9,Caterine IBARGUEN,1984-02-12,COL,"Hayward Field, Eugene, OR (USA)",2015-05-30,triple jump,31,F,0
14.88,+1.1,Liadagmis POVEA,1996-02-06,CUB,"Estadio Panamericano, La Habana (CUB)",2021-05-29,triple jump,25,F,0
14.88,0.0,Charisma TAYLOR,1999-09-03,BAH,"Convention Center, Albuquerque, NM (USA) (i)",2023-03-11,triple jump,23,F,1
14.87,0.0,Rodica MATEESCU,1971-03-13,ROU,Bucureşti (ROU) (i),1998-01-24,triple jump,26,F,1
14.87,0.0,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,"Green Dome, Maebashi (JPN) (i)",1999-03-07,triple jump,27,F,1
14.87,+2.3,Tatyana LEBEDEVA,1976-07-21,RUS,Rethymno (GRE),2001-07-01,triple jump,24,F,0
14.87,+0.6,Francoise MBANGO ETONE,1976-04-14,CMR,Zürich (SUI),2003-08-15,triple jump,27,F,0
14.87,+2.1,Yargelis SAVIGNE,1984-11-13,CUB,"Olympiastadion, Stockholm (SWE)",2011-07-29,triple jump,26,F,0
14.87,+1.5,Caterine IBARGUEN,1984-02-12,COL,Ponce (PUR),2014-05-17,triple jump,30,F,0
14.87,+1.5,Caterine IBARGUEN,1984-02-12,COL,"Stade Olympique de la Pontaise, Lausanne (SUI)",2014-07-03,triple jump,30,F,0
14.87,+0.3,Caterine IBARGUEN,1984-02-12,COL,"National Stadium, Kingston (JAM)",2015-05-09,triple jump,31,F,0
14.87,+1.7,Yekaterina KONEVA,1988-09-25,RUS,"Olympic Stadium, Cheboksary (RUS)",2015-06-20,triple jump,26,F,0
14.87,+0.3,Caterine IBARGUEN,1984-02-12,COL,"Stade de France, Paris-St-Denis (FRA)",2015-07-04,triple jump,31,F,0
14.87,+1.8,Yulimar ROJAS,1995-10-21,VEN,Padova (ITA),2019-07-16,triple jump,23,F,0
14.87,+0.5,Ana PELETEIRO,1995-12-02,ESP,"National Stadium, Tokyo (JPN)",2021-08-01,triple jump,25,F,0
14.87,+1.4,Leyanis PÉREZ HERNÁNDEZ,2002-01-10,CUB,"Bislett Stadion, Oslo (NOR)",2023-06-15,triple jump,21,F,0
14.87,-0.1,Liadagmis POVEA,1996-02-06,CUB,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-25,triple jump,27,F,0
14.87,+1.3,Thea LAFOND,1994-04-05,DMA,"Stade Louis II, Monaco (MON)",2024-07-12,triple jump,30,F,0
14.87,-0.7,Shanieka RICKETTS,1992-02-02,JAM,"Stade de France, Paris (FRA)",2024-08-03,triple jump,32,F,0
14.86,0.0,Rodica MATEESCU,1971-03-13,ROU,Dortmund (GER) (i),1998-01-30,triple jump,26,F,1
14.86,+2.3,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Tokyo (JPN),1998-09-19,triple jump,27,F,0
14.86,-0.4,Ashia HANSEN,1971-12-05,GBR,Manchester (GBR),2002-07-31,triple jump,30,F,0
14.86,-0.1,Tatyana LEBEDEVA,1976-07-21,RUS,Oslo (NOR),2003-06-27,triple jump,26,F,0
14.86,+0.5,Tatyana LEBEDEVA,1976-07-21,RUS,"Stadio Olimpico, Roma (ITA)",2003-07-11,triple jump,26,F,0
14.86,+0.8,Baya RAHOULI,1979-07-27,ALG,"Olympic Stadium, Athina (GRE)",2004-08-23,triple jump,25,F,0
14.86,+0.8,Tatyana LEBEDEVA,1976-07-21,RUS,"Stade Louis II, Monaco (MON)",2005-09-10,triple jump,29,F,0
14.86,0.0,Yamilé ALDAMA,1972-08-14,SUD,"Olimpiyskiy Stadion, Moskva (RUS) (i)",2006-03-11,triple jump,33,F,1
14.86,-0.3,Tatyana LEBEDEVA,1976-07-21,RUS,Moskva (RUS),2007-08-05,triple jump,31,F,0
14.86,0.0,Yargelis SAVIGNE,1984-11-13,CUB,"Aspire Dome, Doha (QAT) (i)",2010-03-13,triple jump,25,F,1
14.86,+0.7,Yargelis SAVIGNE,1984-11-13,CUB,"Crystal Palace, London (GBR)",2010-08-14,triple jump,25,F,0
14.86,-0.5,Caterine IBARGUEN,1984-02-12,COL,"Stade Louis II, Monaco (MON)",2017-07-21,triple jump,33,F,0
14.86,+0.5,Tori FRANKLIN,1992-10-07,USA,"Stade Louis II, Monaco (MON)",2022-08-10,triple jump,29,F,0
14.86,+0.4,Yulimar ROJAS,1995-10-21,VEN,"Bislett Stadion, Oslo (NOR)",2023-06-15,triple jump,27,F,0
14.86,0.0,Leyanis PÉREZ HERNÁNDEZ,2002-01-10,CUB,"Halle Michel d'Ornano, Mondeville (FRA) (i)",2024-02-07,triple jump,22,F,1
14.85,+2.4,Inessa KRAVETS,1966-10-05,UKR,Stockholm (SWE),1994-07-12,triple jump,27,F,0
14.85,+3.1,Inna LASOVSKAYA,1969-12-17,RUS,"Olympiastadion, Helsinki (FIN)",1994-08-08,triple jump,24,F,0
14.85,0.0,Ashia HANSEN,1971-12-05,GBR,Birmingham (GBR) (i),1998-02-15,triple jump,26,F,1
14.85,0.0,Tatyana LEBEDEVA,1976-07-21,RUS,"Atlantic Pavillion, Lisboa (POR) (i)",2001-03-11,triple jump,24,F,1
14.85,0.0,Tatyana LEBEDEVA,1976-07-21,RUS,Madrid (ESP) (i),2001-03-14,triple jump,24,F,1
14.85,+0.9,Yamilé ALDAMA,1972-08-14,CUB,Germiston (RSA),2003-01-24,triple jump,30,F,0
14.85,+0.6,Anna PYATYKH,1981-04-04,RUS,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2004-06-19,triple jump,23,F,0
14.85,+1.7,Francoise MBANGO ETONE,1976-04-14,CMR,"Stade Olympique de la Pontaise, Lausanne (SUI)",2004-07-06,triple jump,28,F,0
14.85,+0.8,Magdelín MARTÍNEZ,1976-02-10,ITA,"Olympic Stadium, Athina (GRE)",2004-08-23,triple jump,28,F,0
14.85,-0.1,Trecia Kaye SMITH,1975-11-05,JAM,"Stadio Olimpico, Roma (ITA)",2005-07-08,triple jump,29,F,0
14.85,+0.8,Tatyana LEBEDEVA,1976-07-21,RUS,"Olympiastadion, Berlin (GER)",2005-09-04,triple jump,29,F,0
14.85,+0.6,Yargelis SAVIGNE,1984-11-13,CUB,Alcalá de Henáres (ESP),2006-06-24,triple jump,21,F,0
14.85,+0.6,Yargelis SAVIGNE,1984-11-13,CUB,"Stade Olympique de la Pontaise, Lausanne (SUI)",2006-07-11,triple jump,21,F,0
14.85,+1.7,Marija ŠESTAK,1979-04-17,SLO,Ljubljana (SLO),2008-06-01,triple jump,29,F,0
14.85,+1.2,Viktoriya GUROVA,1982-05-22,RUS,Kazan (RUS),2008-07-19,triple jump,26,F,0
14.85,+1.4,Oksana UDMURTOVA,1982-02-01,RUS,Padova (ITA),2008-08-31,triple jump,26,F,0
14.85,+1.8,Olha SALADUKHA,1983-06-04,UKR,"Olympiastadion, Stockholm (SWE)",2011-06-18,triple jump,28,F,0
14.85,-0.1,Caterine IBARGUEN,1984-02-12,COL,"Stade Louis II, Monaco (MON)",2012-07-20,triple jump,28,F,0
14.85,+1.7,Olha SALADUKHA,1983-06-04,UKR,"Hayward Field, Eugene, OR (USA)",2013-06-01,triple jump,29,F,0
14.85,+0.2,Caterine IBARGUEN,1984-02-12,COL,"Luzhniki Stadion, Moskva (RUS)",2013-08-15,triple jump,29,F,0
14.85,+1.2,Caterine IBARGUEN,1984-02-12,COL,"Shanghai Stadium, Shanghai (CHN)",2015-05-17,triple jump,31,F,0
14.85,+2.5,Gabriela PETROVA,1992-06-29,BUL,"Beroe Stadium, Stara Zagora (BUL)",2015-06-20,triple jump,22,F,0
14.85,+1.0,Shanieka RICKETTS,1992-02-02,JAM,"Letzigrund, Zürich (SUI)",2022-09-08,triple jump,30,F,0
14.85,+0.2,Liadagmis POVEA,1996-02-06,CUB,San Salvador (ESA),2023-07-05,triple jump,27,F,0
14.85,+0.3,Viyaleta SKVARTSOVA,1998-04-15,BLR,"Slava Metreveli Stadium, Sochi (RUS)",2024-05-22,triple jump,26,F,0
14.85,-0.5,Ana PELETEIRO-COMPAORÉ,1995-12-02,ESP,"Stadio Olimpico, Roma (ITA)",2024-06-09,triple jump,28,F,0
14.84,+4.1,Galina CHISTYAKOVA,1962-07-26,RUS,Innsbruck (AUT),1995-06-28,triple jump,32,F,0
14.84,+1.5,Inna LASOVSKAYA,1969-12-17,RUS,Moskva (RUS),1996-06-07,triple jump,26,F,0
14.84,+1.8,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Sheffield (GBR),1996-08-25,triple jump,25,F,0
14.84,+0.9,Tatyana LEBEDEVA,1976-07-21,RUS,Tula (RUS),2001-07-15,triple jump,24,F,0
14.84,0.0,Chrysopigi DEVETZI,1976-01-02,GRE,Athina (GRE) (i),2003-03-04,triple jump,27,F,1
14.84,-0.3,Yamilé ALDAMA,1972-08-14,SUD,Herakleion (GRE),2004-07-04,triple jump,31,F,0
14.84,0.0,Trecia Kaye SMITH,1975-11-05,JAM,"Olimpiyskiy Stadion, Moskva (RUS) (i)",2006-03-11,triple jump,30,F,1
14.84,-1.0,Trecia Kaye SMITH,1975-11-05,JAM,Madrid (ESP),2006-07-17,triple jump,30,F,0
14.84,0.0,Olha SALADUKHA,1983-06-04,UKR,Kyiv (UKR),2008-07-03,triple jump,25,F,0
14.84,+3.7,Anna PYATYKH,1981-04-04,RUS,Madrid (ESP),2009-07-04,triple jump,28,F,0
14.84,0.0,Yargelis SAVIGNE,1984-11-13,CUB,Düsseldorf (GER) (i),2010-02-03,triple jump,25,F,1
14.84,+0.4,Caterine IBARGUEN,1984-02-12,COL,"DS, Daegu (KOR)",2011-09-01,triple jump,27,F,0
14.84,0.0,Olga RYPAKOVA,1984-11-30,KAZ,Karaganda (KAZ) (i),2012-01-27,triple jump,27,F,1
14.84,+2.1,Yekaterina KONEVA,1988-09-25,RUS,Kazan (RUS),2014-07-26,triple jump,25,F,0
14.84,+1.6,Yekaterina KONEVA,1988-09-25,RUS,Krasnodar (RUS),2015-05-24,triple jump,26,F,0
14.84,+0.6,Yulimar ROJAS,1995-10-21,VEN,"Stadio Olimpico, Roma (ITA)",2017-06-08,triple jump,21,F,0
14.84,0.0,Tori FRANKLIN,1992-10-07,USA,Baie Mahault (FRA),2018-05-12,triple jump,25,F,0
14.84,+0.1,Shanieka RICKETTS,1992-02-02,JAM,"National Stadium, Tokyo (JPN)",2021-08-01,triple jump,29,F,0
14.84,+1.1,Leyanis PÉREZ HERNÁNDEZ,2002-01-10,CUB,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2023-05-28,triple jump,21,F,0
14.84,-0.3,Liadagmis POVEA,1996-02-06,CUB,"Centro Gabre Gabric, Brescia (ITA)",2025-07-15,triple jump,29,F,0
14.83,+8.3,Ruiping REN,1976-02-01,CHN,Taiyuan (CHN),1995-05-21,triple jump,19,F,0
14.83,+0.5,Inna LASOVSKAYA,1969-12-17,RUS,Nice (FRA),1995-07-12,triple jump,25,F,0
14.83,-0.1,Inna LASOVSKAYA,1969-12-17,RUS,Zürich (SUI),1995-08-16,triple jump,25,F,0
14.83,+1.3,Paraskevi TSIAMITA,1972-03-10,GRE,Bruxelles (BEL),1999-09-03,triple jump,27,F,0
14.83,0.0,Yelena LEBEDYENKO,1971-01-16,RUS,Samara (RUS) (i),2001-02-01,triple jump,30,F,1
14.83,+2.3,Tatyana LEBEDEVA,1976-07-21,RUS,Nice (FRA),2001-07-09,triple jump,24,F,0
14.83,+0.5,Yelena OLEYNIKOVA,1976-12-09,RUS,"Stadion Juliska, Praha (CZE)",2002-06-17,triple jump,25,F,0
14.83,+2.2,Heli KOIVULA,1975-06-27,FIN,"Olympiastadion, München (GER)",2002-08-10,triple jump,27,F,0
14.83,0.0,Francoise MBANGO ETONE,1976-04-14,CMR,"Stade Louis II, Monaco (MON)",2003-09-13,triple jump,27,F,0
14.83,-0.6,Francoise MBANGO ETONE,1976-04-14,CMR,Brasschaat (BEL),2004-08-07,triple jump,28,F,0
14.83,+3.2,Baya RAHOULI,1979-07-27,ALG,Algiers (ALG),2005-06-23,triple jump,25,F,0
14.83,+1.9,Caterine IBARGUEN,1984-02-12,COL,"Olympiastadion, Stockholm (SWE)",2011-07-29,triple jump,27,F,0
14.83,+1.4,Caterine IBARGUEN,1984-02-12,COL,"Hayward Field, Eugene, OR (USA)",2013-06-01,triple jump,29,F,0
14.83,+0.4,Yekaterina KONEVA,1988-09-25,RUS,Sochi (RUS),2014-05-30,triple jump,25,F,0
14.83,-0.4,Yulimar ROJAS,1995-10-21,VEN,"Stade Louis II, Monaco (MON)",2017-07-21,triple jump,21,F,0
14.83,+0.7,Caterine IBARGUEN,1984-02-12,COL,"Bislett Stadion, Oslo (NOR)",2018-06-07,triple jump,34,F,0
14.83,+0.1,Caterine IBARGUEN,1984-02-12,COL,"Stade Charléty, Paris (FRA)",2018-06-30,triple jump,34,F,0
14.83,+1.0,Yulimar ROJAS,1995-10-21,VEN,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",2022-06-11,triple jump,26,F,0
14.83,+1.8,Liadagmis POVEA,1996-02-06,CUB,"Estadio Vallehermoso, Madrid (ESP)",2023-06-11,triple jump,27,F,0
14.82,+0.5,Inessa KRAVETS,1966-10-05,UKR,Nice (FRA),1995-07-12,triple jump,28,F,0
14.82,+2.5,Rodica MATEESCU,1971-03-13,ROU,"Ullevi Stadium, Göteborg (SWE)",1995-08-10,triple jump,24,F,0
