Rank,Mark,WIND,Competitor,DOB,Unnamed: 5,Pos,Unnamed: 7,Venue,Date,Results Score,Age_category,Event
191,7.15,-0.5,Heike DRECHSLER,16 DEC 1964,GER,1,,Nice (FRA),15 JUL 1992,1254,senior,long jump
191,7.15,,Heike DRECHSLER,16 DEC 1964,GER,1,,Maebashi (JPN) (i),13 FEB 1994,1251,senior,long jump
191,7.15,+0.8,Heike DRECHSLER,16 DEC 1964,GER,1,,Ingolstadt (GER),17 JUL 1994,1251,senior,long jump
191,7.15,-0.5,Heike DRECHSLER,16 DEC 1964,GER,1,,"Stade Louis II, Monaco (MON)",02 AUG 1994,1254,senior,long jump
191,7.15,+1.0,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,Madrid (ESP),21 JUL 2007,1251,senior,long jump
191,7.15,+2.8,Janay DELOACH,12 OCT 1985,USA,1q,,"Hayward Field, Eugene, OR (USA)",29 JUN 2012,1235,senior,long jump
191,7.15,+1.0,Brittney REESE,09 SEP 1986,USA,1,,"Hayward Field, Eugene, OR (USA)",01 JUL 2012,1251,senior,long jump
191,7.15,+0.6,Brittney REESE,09 SEP 1986,USA,2,,"Estádio Olímpico, Rio de Janeiro (BRA)",17 AUG 2016,1251,senior,long jump
209,7.14,+1.1,Heike DAUTE,16 DEC 1964,GDR,1,,Bratislava (TCH),04 JUN 1983,1249,senior,long jump
209,7.14,,Anișoara CUȘMIR-STANCIU,28 JUN 1962,ROU,1,,Bucureşti (ROU),12 JUL 1984,1249,senior,long jump
209,7.14,w,Helga RADTKE,16 MAY 1962,GDR,2,,Jena (GDR),12 JUN 1985,1219,senior,long jump
209,7.14,+2.5,Yelena BELEVSKAYA,11 OCT 1963,URS,1,,Leningrad (URS),08 JUN 1986,1234,senior,long jump
209,7.14,,Jackie JOYNER-KERSEE,03 MAR 1962,USA,ce,,"Stadio Olimpico, Roma (ITA)",01 SEP 1987,1249,senior,long jump
209,7.14,-0.6,Yelena BELEVSKAYA,11 OCT 1963,URS,2,,"Stadio Olimpico, Roma (ITA)",04 SEP 1987,1252,senior,long jump
209,7.14,+1.8,Nijolé MEDVEDEVA,20 OCT 1960,URS,1,,Riga (LAT),04 JUN 1988,1249,senior,long jump
209,7.14,+1.2,Mirela DULGHERU-RENDA,05 OCT 1966,ROU,1,,Sofia (BUL),05 JUL 1992,1249,senior,long jump
209,7.14,-0.7,Heike DRECHSLER,16 DEC 1964,GER,1,,"Estadio Olímpico, Barcelona (ESP)",07 AUG 1992,1253,senior,long jump
209,7.14,+1.6,Heike DRECHSLER,16 DEC 1964,GER,1,,Jena (GER),13 JUN 1993,1249,senior,long jump
209,7.14,+2.3,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1,,"Knoxville, TN (USA)",18 JUN 1994,1236,senior,long jump
209,7.14,+0.7,Heike DRECHSLER,16 DEC 1964,GER,1,,"Olympiastadion, Helsinki (FIN)",12 AUG 1994,1249,senior,long jump
209,7.14,+4.5,Marieke VELTMAN-MILLER,18 SEP 1971,USA,2,,Sestriere (ITA),29 JUL 1995,1222,senior,long jump
209,7.14,+2.2,Blessing OKAGBARE,09 OCT 1988,NGR,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1236,senior,long jump
209,7.14,+1.2,Tianna BARTOLETTA,30 AUG 1985,USA,1,,"National Stadium, Beijing (CHN)",28 AUG 2015,1249,senior,long jump
209,7.14,+1.0,Tara DAVIS,20 MAY 1999,USA,1f1,,"Mike A. Myers Stadium, Austin, TX (USA)",26 MAR 2021,1249,senior,long jump
209,7.14,+1.2,Ivana VULETA,10 MAY 1990,SRB,1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1249,senior,long jump
209,7.14,-0.9,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1,,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1254,senior,long jump
227,7.13,,Helga RADTKE,16 MAY 1962,GDR,2,,Leipzig (GER),11 AUG 1985,1247,senior,long jump
227,7.13,+0.3,Yelena BELEVSKAYA,11 OCT 1963,URS,3f1,,Karl Marx Stadt (GDR),20 JUN 1987,1247,senior,long jump
227,7.13,-0.7,Heike DRECHSLER,16 DEC 1964,GDR,3,,"Stadio Olimpico, Roma (ITA)",04 SEP 1987,1251,senior,long jump
227,7.13,,Galina CHISTYAKOVA,26 JUL 1962,URS,1,,Moskva (URS) (i),21 FEB 1988,1247,senior,long jump
227,7.13,+2.3,Larisa BEREZHNAYA,28 FEB 1961,URS,1,,Chiba (JPN),10 JUN 1990,1234,senior,long jump
227,7.13,+1.4,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1,,Lappeenranta (FIN),09 JUL 1991,1247,senior,long jump
227,7.13,+0.4,Larisa BEREZHNAYA,28 FEB 1961,URS,1,,"Letzigrund, Zürich (SUI)",07 AUG 1991,1247,senior,long jump
227,7.13,+1.2,Heike DRECHSLER,16 DEC 1964,GER,1,,Linz (AUT),13 AUG 1992,1247,senior,long jump
227,7.13,+0.7,Heike DRECHSLER,16 DEC 1964,GER,1,,Pretoria (RSA),15 MAY 1993,1247,senior,long jump
227,7.13,+2.2,Heike DRECHSLER,16 DEC 1964,GER,1,,Cottbus (GER),23 JUN 1993,1234,senior,long jump
227,7.13,,Heike DRECHSLER,16 DEC 1964,GER,1,,Stuttgart (GER) (i),06 FEB 1994,1247,senior,long jump
227,7.13,,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1,,"Atlanta, GA (USA) (i)",05 MAR 1994,1247,senior,long jump
227,7.13,+2.3,Heike DRECHSLER,16 DEC 1964,GER,1,,Erfurt (GER),02 JUL 1994,1234,senior,long jump
227,7.13,+0.7,Marion JONES,12 OCT 1975,USA,1,,Moskva (RUS),05 SEP 1998,1247,senior,long jump
227,7.13,+2.0,Olga KUCHERENKO,05 NOV 1985,RUS,1,,Sochi (RUS),27 MAY 2010,1247,senior,long jump
227,7.13,+2.0,Brittney REESE,09 SEP 1986,USA,1,,"Chula Vista, CA (USA)",17 JUN 2017,1247,senior,long jump
227,7.13,+1.3,Brittney REESE,09 SEP 1986,USA,1,,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1247,senior,long jump
227,7.13,+1.8,Brooke BUSCHKUEHL,12 JUL 1993,AUS,2,,"CVEATC, Chula Vista, CA (USA)",09 JUL 2022,1247,senior,long jump
227,7.13,-0.2,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1,,"National Stadium, Tokyo (JPN)",14 SEP 2025,1248,senior,long jump
227,7.13,+0.1,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1,,"Icahn Stadium, New York, NY (USA)",10 OCT 2025,1247,senior,long jump
247,7.12,+1.6,Sabine PAETZ,16 OCT 1957,GDR,2,,Dresden (GER),19 MAY 1984,1244,senior,long jump
247,7.12,,Yelena KHLOPOTNOVA,04 AUG 1963,URS,1,,Kishinev (URS) (i),02 MAR 1985,1244,senior,long jump
247,7.12,,Yelena KHLOPOTNOVA,04 AUG 1963,URS,1,,Tashkent (UZB),20 APR 1985,1244,senior,long jump
247,7.12,+0.6,Yelena KHLOPOTNOVA,04 AUG 1963,URS,1,,Leningrad (URS),01 AUG 1985,1244,senior,long jump
247,7.12,-0.1,Jackie JOYNER,03 MAR 1962,USA,2,,Bruxelles (BEL),05 SEP 1986,1244,senior,long jump
247,7.12,,Galina CHISTYAKOVA,26 JUL 1962,URS,1,,Moskva (URS) (i),14 FEB 1987,1244,senior,long jump
247,7.12,,Heike DRECHSLER,16 DEC 1964,GDR,1,,"Arena Stade Couvert, Liévin (FRA) (i)",21 FEB 1987,1244,senior,long jump
247,7.12,+0.3,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1,,San José (USA),27 JUN 1987,1244,senior,long jump
247,7.12,+0.8,Heike DRECHSLER,16 DEC 1964,GDR,1,,Düsseldorf (GER),19 JUN 1988,1244,senior,long jump
247,7.12,+0.8,Larisa BEREZHNAYA,28 FEB 1961,URS,2,,Volgograd (URS),11 JUN 1989,1244,senior,long jump
247,7.12,0.0,Heike DRECHSLER,16 DEC 1964,GDR,1,,Dresden (GER),18 AUG 1990,1244,senior,long jump
247,7.12,,Jackie JOYNER-KERSEE,03 MAR 1962,USA,2,,Rieti (ITA),09 SEP 1990,1244,senior,long jump
247,7.12,+0.8,Heike DRECHSLER,16 DEC 1964,GER,1,,London (GBR),19 JUN 1991,1244,senior,long jump
247,7.12,+0.3,Yelena SINCHUKOVA,23 JAN 1961,URS,q,,Kiev (URS),10 JUL 1991,1244,senior,long jump
247,7.12,-0.2,Inessa KRAVETS,05 OCT 1966,EUN,2,,"Estadio Olímpico, Barcelona (ESP)",07 AUG 1992,1245,senior,long jump
247,7.12,+0.5,Heike DRECHSLER,16 DEC 1964,GER,2,,Zürich (SUI),19 AUG 1992,1244,senior,long jump
247,7.12,+0.5,Heike DRECHSLER,16 DEC 1964,GER,1,,Torino (ITA),04 SEP 1992,1244,senior,long jump
247,7.12,+3.3,Heike DRECHSLER,16 DEC 1964,GER,2,,Sestriere (ITA),28 JUL 1993,1225,senior,long jump
247,7.12,+1.3,Heike DRECHSLER,16 DEC 1964,GER,1,,Villeneuve d'Ascq (FRA),08 JUL 1994,1244,senior,long jump
247,7.12,+1.0,Heike DRECHSLER,16 DEC 1964,GER,1,,St. Petersburg (RUS),28 JUL 1994,1244,senior,long jump
247,7.12,+5.8,Niki XANTHOU,11 OCT 1973,GRE,3,,Sestriere (ITA),29 JUL 1995,1210,senior,long jump
247,7.12,+4.3,Nicole BOEGMAN,05 MAR 1967,AUS,4,,Sestriere (ITA),29 JUL 1995,1219,senior,long jump
247,7.12,+3.4,Fiona MAY,12 DEC 1969,ITA,1,,Bologna (ITA),25 MAY 1996,1224,senior,long jump
247,7.12,+0.9,Chioma AJUNWA,25 DEC 1971,NGR,1,,"Olympic Stadium, Atlanta, GA (USA)",02 AUG 1996,1244,senior,long jump
247,7.12,+2.9,Heike DRECHSLER,16 DEC 1964,GER,1,,Leverkusen (GER),09 AUG 1998,1227,senior,long jump
247,7.12,+0.5,Tatyana KOTOVA,11 DEC 1976,RUS,1,,Torino (ITA),09 JUN 2001,1244,senior,long jump
247,7.12,+1.3,Naide GOMES,20 NOV 1979,POR,1,,"Stade Louis II, Monaco (MON)",29 JUL 2008,1244,senior,long jump
247,7.12,-0.9,Brittney REESE,09 SEP 1986,USA,1,,"Walnut, CA (USA)",21 APR 2012,1249,senior,long jump
247,7.12,+0.8,Brittney REESE,09 SEP 1986,USA,1,,"Olympic Stadium, London (GBR)",08 AUG 2012,1244,senior,long jump
247,7.12,-0.4,Tianna BARTOLETTA,30 AUG 1985,USA,1,,"Hayward Field, Eugene, OR (USA)",27 JUN 2015,1246,senior,long jump
247,7.12,+1.0,Malaika MIHAMBO,03 FEB 1994,GER,1,,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1244,senior,long jump
247,7.12,+1.2,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1,,"Hayward Field, Eugene, OR (USA)",31 JUL 2025,1244,senior,long jump
279,7.11,+1.6,Valy IONESCU,31 AUG 1960,ROU,1,,Madrid (ESP),21 JUN 1984,1242,senior,long jump
279,7.11,+0.6,Helga RADTKE,16 MAY 1962,GDR,2,,Praha (TCH),17 AUG 1984,1242,senior,long jump
279,7.11,-0.5,Galina CHISTYAKOVA,26 JUL 1962,URS,3,,Praha (TCH),17 AUG 1984,1245,senior,long jump
279,7.11,+1.3,Galina CHISTYAKOVA,26 JUL 1962,URS,3,,"Olympic Stadium, Seoul (KOR)",29 SEP 1988,1242,senior,long jump
279,7.11,+3.0,Yolanda CHEN,26 JUL 1961,URS,1,,Lahti (FIN),09 AUG 1990,1224,senior,long jump
279,7.11,+1.2,Larisa BEREZHNAYA,28 FEB 1961,URS,2,,Sevilla (ESP),30 MAY 1991,1242,senior,long jump
279,7.11,0.0,Larisa BEREZHNAYA,28 FEB 1961,URS,3,,"National Stadium, Tokyo (JPN)",25 AUG 1991,1242,senior,long jump
279,7.11,-0.3,Heike DRECHSLER,16 DEC 1964,GER,1,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",15 AUG 1993,1243,senior,long jump
279,7.11,-0.1,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1,,Bruxelles (BEL),19 AUG 1994,1242,senior,long jump
279,7.11,+0.8,Fiona MAY,12 DEC 1969,ITA,2,,"Népstadion, Budapest (HUN)",22 AUG 1998,1242,senior,long jump
279,7.11,+0.1,Lyudmila KOLCHANOVA,01 OCT 1979,RUS,1,,Tula (RUS),15 JUL 2006,1242,senior,long jump
279,7.11,+1.1,Irina MELESHINA,25 MAY 1982,RUS,2,,Sochi (RUS),27 MAY 2007,1242,senior,long jump
279,7.11,+1.3,Anna KLYASHTORNAYA,03 FEB 1986,RUS,1,,Moskva (RUS),20 JUN 2012,1242,senior,long jump
279,7.11,+2.5,Tianna BARTOLETTA,30 AUG 1985,USA,1,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1227,senior,long jump
279,7.11,+2.2,Malaika MIHAMBO,03 FEB 1994,GER,1,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",11 AUG 2019,1229,senior,long jump
279,7.11,+2.1,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1,,"Flora Duffy Stadium, Devonshire (BER)",21 MAY 2023,1230,senior,long jump
295,7.1,0.0,Yelena KHLOPOTNOVA,04 AUG 1963,URS,1,,Tokyo (JPN),21 SEP 1985,1240,senior,long jump
295,7.1,-0.8,Galina CHISTYAKOVA,26 JUL 1962,URS,2,,Tokyo (JPN),21 SEP 1985,1244,senior,long jump
295,7.1,+0.4,Heike DRECHSLER,16 DEC 1964,GDR,1,,Neubrandenburg (GDR),07 JUN 1986,1240,senior,long jump
295,7.1,+1.3,Galina CHISTYAKOVA,26 JUL 1962,URS,2,,Leningrad (URS),08 JUN 1986,1240,senior,long jump
295,7.1,+3.7,Irina VALYUKEVICH,19 NOV 1959,URS,4,,Tallinn (EST),21 JUN 1986,1218,senior,long jump
295,7.1,+0.5,Valy IONESCU,31 AUG 1960,ROU,1,,Pitesti (ROU),28 JUN 1986,1240,senior,long jump
295,7.1,,Heike DRECHSLER,16 DEC 1964,GDR,1,,"Hoosier Dome, Indianapolis, IN (USA) (i)",07 MAR 1987,1240,senior,long jump
295,7.1,w,Yolanda CHEN,26 JUL 1961,URS,1,,Vilnius (LTU),27 AUG 1988,1210,senior,long jump
295,7.1,+3.2,Galina CHISTYAKOVA,26 JUL 1962,URS,1,,Gateshead (GBR),06 AUG 1989,1221,senior,long jump
295,7.1,+1.3,Galina CHISTYAKOVA,26 JUL 1962,URS,1,,"Estadio Olímpico, Barcelona (ESP)",10 SEP 1989,1240,senior,long jump
295,7.1,0.0,Inessa KRAVETS,05 OCT 1966,URS,1,,São Paulo (BRA),20 MAY 1990,1240,senior,long jump
295,7.1,0.0,Larisa BEREZHNAYA,28 FEB 1961,URS,2,,São Paulo (BRA),20 MAY 1990,1240,senior,long jump
295,7.1,+0.6,Inessa KRAVETS,05 OCT 1966,URS,2,,Bratislava (TCH),20 JUN 1990,1240,senior,long jump
295,7.1,+1.3,Larisa BEREZHNAYA,28 FEB 1961,URS,2,,Kiev (URS),11 JUL 1991,1240,senior,long jump
295,7.1,,Heike DRECHSLER,16 DEC 1964,GER,1,,Trapani (ITA),21 SEP 1991,1240,senior,long jump
295,7.1,,Heike DRECHSLER,16 DEC 1964,GER,1,,Genova (ITA) (i),18 FEB 1992,1240,senior,long jump
295,7.1,+1.3,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1ce,,"Estadio Olímpico, Barcelona (ESP)",02 AUG 1992,1240,senior,long jump
295,7.1,+2.3,Heike DRECHSLER,16 DEC 1964,GER,1,,"Olympiastadion, Berlin (GER)",21 AUG 1992,1227,senior,long jump
295,7.1,-0.3,Heike DRECHSLER,16 DEC 1964,GER,1,,Oslo (NOR),10 JUL 1993,1241,senior,long jump
295,7.1,-0.1,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1,,Köln (GER),21 AUG 1994,1240,senior,long jump
295,7.1,-0.3,Lyudmila KOLCHANOVA,01 OCT 1979,RUS,1,,"Meteor, Zhukovskiy (RUS)",24 JUN 2006,1241,senior,long jump
295,7.1,+1.0,Brittney REESE,09 SEP 1986,USA,1,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1240,senior,long jump
295,7.1,+1.6,Chelsea HAYES,09 FEB 1988,USA,2,,"Hayward Field, Eugene, OR (USA)",01 JUL 2012,1240,senior,long jump
295,7.1,+0.3,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,,Beograd (SRB),11 SEP 2016,1240,senior,long jump
295,7.1,+4.7,Chantel MALONE,02 DEC 1991,IVB,1,,"CVEATC, Chula Vista, CA (USA)",24 APR 2021,1212,senior,long jump
295,7.1,+2.3,Brittney REESE,09 SEP 1986,USA,2,,"Chula Vista, CA (USA)",29 MAY 2021,1227,senior,long jump
295,7.1,+3.1,Ackelia SMITH,05 FEB 2002,JAM,1,,"Mike A. Myers Stadium, Austin, TX (USA)",26 APR 2024,1222,senior,long jump
295,7.1,+0.8,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1,,"Stade de France, Paris (FRA)",08 AUG 2024,1240,senior,long jump
323,7.09,0.0,Vilma BARDAUSKIENÉ,15 JUN 1953,URS,1q1,,"Stadion Evžena Rošického, Praha (TCH)",29 AUG 1978,1238,senior,long jump
323,7.09,+0.5,Valy IONESCU,31 AUG 1960,ROU,1,,Bucureşti (ROU),09 JUN 1984,1238,senior,long jump
323,7.09,+1.2,Heike DAUTE,16 DEC 1964,GDR,1,,Berlin (GER),09 JUN 1984,1238,senior,long jump
323,7.09,+0.1,Yelena KHLOPOTNOVA,04 AUG 1963,URS,1,,Donetsk (URS),09 SEP 1984,1238,senior,long jump
323,7.09,,Helga RADTKE,16 MAY 1962,GDR,1,,Berlin (GER) (i),24 FEB 1985,1238,senior,long jump
323,7.09,,Helga RADTKE,16 MAY 1962,GDR,1,,Traun (AUT),15 AUG 1985,1238,senior,long jump
323,7.09,0.0,Galina CHISTYAKOVA,26 JUL 1962,URS,2,,"Neckarstadion, Stuttgart (GER)",27 AUG 1986,1238,senior,long jump
323,7.09,,Galina CHISTYAKOVA,26 JUL 1962,URS,1,,Berlin (GER) (i),24 JAN 1987,1238,senior,long jump
323,7.09,,Yelena BELEVSKAYA,11 OCT 1963,URS,1,,Minsk (BLR),04 JUN 1988,1238,senior,long jump
323,7.09,+3.7,Yolanda CHEN,26 JUL 1961,URS,2,,Tallinn (EST),06 JUL 1988,1216,senior,long jump
323,7.09,0.0,Heike DRECHSLER,16 DEC 1964,GDR,1,,Potsdam (GDR),09 SEP 1988,1238,senior,long jump
323,7.09,+3.0,Inessa KRAVETS,05 OCT 1966,URS,1,,Helsinki (FIN),27 JUN 1990,1220,senior,long jump
323,7.09,,Inessa KRAVETS,05 OCT 1966,UKR,1,,Moskva (RUS) (i),01 FEB 1992,1238,senior,long jump
323,7.09,+1.3,Mirela DULGHERU-RENDA,05 OCT 1966,ROU,1,,Schwechat (AUT),01 JUL 1992,1238,senior,long jump
323,7.09,+0.5,Inessa KRAVETS,05 OCT 1966,UKR,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 1992,1238,senior,long jump
323,7.09,+5.0,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1,,San José (USA),29 MAY 1993,1208,senior,long jump
323,7.09,+0.8,Heike DRECHSLER,16 DEC 1964,GER,1,,Fukuoka (JPN),18 SEP 1993,1238,senior,long jump
323,7.09,+1.5,Ludmila NINOVA,25 JUN 1960,AUT,1,,Sevilla (ESP),05 JUN 1994,1238,senior,long jump
323,7.09,+2.9,Renata NIELSEN,18 MAY 1966,DEN,2,,Sevilla (ESP),05 JUN 1994,1221,senior,long jump
323,7.09,-0.8,Inessa KRAVETS,05 OCT 1966,UKR,1,,Zürich (SUI),17 AUG 1994,1242,senior,long jump
323,7.09,,Heike DRECHSLER,16 DEC 1964,GER,1,,Liévin (FRA) (i),19 FEB 1995,1238,senior,long jump
323,7.09,,Heike DRECHSLER,16 DEC 1964,GER,1,,Sindelfingen (GER) (i),04 MAR 1995,1238,senior,long jump
323,7.09,0.0,Fiona MAY,12 DEC 1969,ITA,1,,Rio de Janeiro (BRA),14 MAY 2000,1238,senior,long jump
323,7.09,+0.8,Tatyana KOTOVA,11 DEC 1976,RUS,1,,Tula (RUS),14 JUL 2001,1238,senior,long jump
323,7.09,+4.3,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,Zaragoza (ESP),03 JUN 2006,1213,senior,long jump
323,7.09,+3.1,Brittney REESE,09 SEP 1986,USA,1,,"Eugene, OR (USA)",28 JUN 2009,1220,senior,long jump
323,7.09,0.0,Malaika MIHAMBO,03 FEB 1994,GER,1,,"Alexander Stadium, Birmingham (GBR)",21 MAY 2022,1238,senior,long jump
350,7.08,+1.0,Heike DAUTE,16 DEC 1964,GDR,1,,Leipzig (GER),27 JUL 1983,1236,senior,long jump
350,7.08,+1.6,Anișoara CUȘMIR-STANCIU,28 JUN 1962,ROU,2,,Bucureşti (ROU),09 JUN 1984,1236,senior,long jump
350,7.08,+2.7,Anișoara CUȘMIR-STANCIU,28 JUN 1962,ROU,1,,Byrkjelo (NOR),01 JUL 1984,1220,senior,long jump
350,7.08,,Heike DRECHSLER,16 DEC 1964,GDR,1,,Liévin (FRA) (i),01 FEB 1986,1236,senior,long jump
350,7.08,+2.1,Nijolé MEDVEDEVA,20 OCT 1960,URS,3,,Leningrad (URS),11 JUN 1988,1224,senior,long jump
350,7.08,+0.4,Valy IONESCU-CONSTANTIN,31 AUG 1960,ROU,1,,Bucureşti (ROU),19 JUN 1988,1236,senior,long jump
350,7.08,+0.5,Marieta ILCU,16 OCT 1962,ROU,1,,Pitesti (ROU),25 JUN 1989,1236,senior,long jump
350,7.08,-2.6,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1,,"Norwalk, CA (USA)",16 JUN 1990,1251,senior,long jump
350,7.08,-0.3,Heike DRECHSLER,16 DEC 1964,GDR,1,,Oslo (NOR),14 JUL 1990,1237,senior,long jump
350,7.08,+1.1,Heike DRECHSLER,16 DEC 1964,GER,1,,Berlin (GER),10 SEP 1991,1236,senior,long jump
350,7.08,,Larisa BEREZHNAYA,28 FEB 1961,UKR,2,,Moskva (RUS) (i),01 FEB 1992,1236,senior,long jump
350,7.08,,Larisa BEREZHNAYA,28 FEB 1961,UKR,1,,Moskva (RUS) (i),07 FEB 1992,1236,senior,long jump
350,7.08,+0.1,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1,,"New Orleans, LA (USA)",28 JUN 1992,1236,senior,long jump
350,7.08,+0.6,Heike DRECHSLER,16 DEC 1964,GER,1q1,,"Estadio Olímpico, Barcelona (ESP)",06 AUG 1992,1236,senior,long jump
350,7.08,-0.4,Heike DRECHSLER,16 DEC 1964,GER,1,,Pretoria (RSA),03 MAY 1993,1238,senior,long jump
350,7.08,+2.6,Heike DRECHSLER,16 DEC 1964,GER,1,,Sevilla (ESP),05 JUN 1993,1221,senior,long jump
350,7.08,+0.3,Heike DRECHSLER,16 DEC 1964,GER,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 1993,1236,senior,long jump
350,7.08,-1.1,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1,,"Olympiastadion, Berlin (GER)",27 AUG 1993,1242,senior,long jump
350,7.08,+1.1,Fiona MAY,12 DEC 1969,ITA,1,,"Petrovskiy Stadium, St. Petersburg (RUS)",28 JUN 1998,1236,senior,long jump
350,7.08,+2.2,Lyudmila GALKINA,20 JAN 1972,RUS,1,,Thessaloniki (GRE),23 JUN 1999,1223,senior,long jump
350,7.08,+0.7,Irina MELESHINA,25 MAY 1982,RUS,2,,Tula (RUS),02 AUG 2007,1236,senior,long jump
350,7.08,+0.7,Brittney REESE,09 SEP 1986,USA,1,,Thessaloniki (GRE),12 SEP 2009,1236,senior,long jump
350,7.08,+3.2,Brittney REESE,09 SEP 1986,USA,1,,"Drake Stadium, Des Moines, IA (USA)",26 JUN 2010,1217,senior,long jump
350,7.08,+1.9,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,1,,Minsk (BLR),12 JUN 2012,1236,senior,long jump
350,7.08,+2.4,Janay DELOACH,12 OCT 1985,USA,3,,"Hayward Field, Eugene, OR (USA)",01 JUL 2012,1222,senior,long jump
350,7.08,+2.2,Janay DELOACH,12 OCT 1985,USA,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1223,senior,long jump
350,7.08,+0.6,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,3,,"Estádio Olímpico, Rio de Janeiro (BRA)",17 AUG 2016,1236,senior,long jump
350,7.08,+1.4,Chantel MALONE,02 DEC 1991,IVB,1,,"Ansin Sports Complex, Miramar, FL (USA)",27 MAR 2021,1236,senior,long jump
350,7.08,+2.5,Ese BRUME,20 JAN 1996,NGR,1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",23 APR 2022,1221,senior,long jump
350,7.08,+1.9,Ackelia SMITH,05 FEB 2002,JAM,1,,"John Jacobs Track Complex, Norman, OK (USA)",13 MAY 2023,1236,senior,long jump
380,7.07,+1.9,Vilma BARDAUSKIENÉ,15 JUN 1953,URS,1,,Kishinev (URS),18 AUG 1978,1233,senior,long jump
380,7.07,+0.8,Helga RADTKE,16 MAY 1962,GDR,2,,Berlin (GDR),20 JUL 1984,1233,senior,long jump
380,7.07,,Helga RADTKE,16 MAY 1962,GDR,1,,Thessaloniki (GRE),29 AUG 1984,1233,senior,long jump
380,7.07,+1.0,Helga RADTKE,16 MAY 1962,GDR,3,,Erfurt (GER),22 JUN 1985,1233,senior,long jump
380,7.07,+0.4,Irina VALYUKEVICH,19 NOV 1959,URS,2,,Leningrad (URS),01 AUG 1985,1233,senior,long jump
380,7.07,+3.8,Helga RADTKE,16 MAY 1962,GDR,5,,Tallinn (EST),21 JUN 1986,1211,senior,long jump
380,7.07,+0.3,Irina VALYUKEVICH,19 NOV 1959,URS,3,,Moskva (URS),07 JUL 1986,1233,senior,long jump
380,7.07,+0.8,Valy IONESCU,31 AUG 1960,ROU,1,,Poiana Brasov (ROU),27 JUL 1986,1233,senior,long jump
380,7.07,0.0,Svetlana ZORINA,02 FEB 1960,URS,1,,Krasnodar (URS),15 AUG 1987,1233,senior,long jump
380,7.07,-1.5,Jackie JOYNER-KERSEE,03 MAR 1962,USA,1,,Bruxelles (BEL),11 SEP 1987,1242,senior,long jump
380,7.07,+1.7,Yelena BELEVSKAYA,11 OCT 1963,URS,1,,Tokyo (JPN),23 SEP 1987,1233,senior,long jump
380,7.07,,Yelena KHLOPOTNOVA,04 AUG 1963,URS,1,,Almaty (KAZ),17 MAY 1988,1233,senior,long jump
380,7.07,+1.0,Larisa BEREZHNAYA,28 FEB 1961,URS,4,,Leningrad (URS),11 JUN 1988,1233,senior,long jump
380,7.07,+2.7,Irina VALYUKEVICH,19 NOV 1959,URS,5,,Leningrad (URS),11 JUN 1988,1217,senior,long jump
380,7.07,,Valy IONESCU-CONSTANTIN,31 AUG 1960,ROU,1,,Bucureşti (ROU),12 JUN 1988,1233,senior,long jump
380,7.07,+1.2,Galina CHISTYAKOVA,26 JUL 1962,URS,1,,Helsinki (FIN),29 JUN 1989,1233,senior,long jump
380,7.07,-0.1,Galina CHISTYAKOVA,26 JUL 1962,URS,1,,Moskva (URS),10 JUN 1990,1233,senior,long jump
380,7.07,+0.4,Heike DRECHSLER,16 DEC 1964,GER,1,,Neubrandenburg (GER),21 JUN 1991,1233,senior,long jump
