Mark,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
2.02,Yelena YELESINA,1970-04-04,URS,"Seattle, WA (USA)",1990-07-23,senior,high jump,20,F,0
2.02,Heike HENKEL,1964-05-05,GER,Sevilla (ESP),1991-05-30,senior,high jump,27,F,0
2.02,Heike HENKEL,1964-05-05,GER,Berlin (GER),1991-09-10,senior,high jump,27,F,0
2.02,Inga BABAKOVA,1967-06-27,URS,Berlin (GER),1991-09-10,senior,high jump,24,F,0
2.02,Heike HENKEL,1964-05-05,GER,Barcelona (ESP),1991-09-20,senior,high jump,27,F,0
2.02,Stefka KOSTADINOVA,1965-03-25,BUL,Liévin (FRA) (i),1992-01-25,senior,high jump,26,F,1
2.02,Heike HENKEL,1964-05-05,GER,"Palazzo dello Sport, Genova (ITA) (i)",1992-02-29,senior,high jump,27,F,1
2.02,Stefka KOSTADINOVA,1965-03-25,BUL,"Palazzo dello Sport, Genova (ITA) (i)",1992-02-29,senior,high jump,26,F,1
2.02,Heike HENKEL,1964-05-05,GER,Ahlen (GER),1992-05-28,senior,high jump,28,F,0
2.02,Stefka KOSTADINOVA,1965-03-25,BUL,Wörrstadt (GER),1992-05-30,senior,high jump,27,F,0
2.02,Heike HENKEL,1964-05-05,GER,Duisburg (GER),1992-06-07,senior,high jump,28,F,0
2.02,Stefka KOSTADINOVA,1965-03-25,BUL,Nice (FRA),1992-07-15,senior,high jump,27,F,0
2.02,Heike HENKEL,1964-05-05,GER,"Estadio Olímpico, Barcelona (ESP)",1992-08-08,senior,high jump,28,F,0
2.02,Stefka KOSTADINOVA,1965-03-25,BUL,München (GER) (i),1993-02-12,senior,high jump,27,F,1
2.02,Stefka KOSTADINOVA,1965-03-25,BUL,"The Sky Dome, Toronto (CAN) (i)",1993-03-13,senior,high jump,27,F,1
2.02,Heike HENKEL,1964-05-05,GER,"The Sky Dome, Toronto (CAN) (i)",1993-03-13,senior,high jump,28,F,1
2.02,Stefka KOSTADINOVA,1965-03-25,BUL,Padova (ITA),1993-08-29,senior,high jump,28,F,0
2.02,Alina ASTAFEI,1969-06-07,ROU,Berlin (GER) (i),1994-03-04,senior,high jump,24,F,1
2.02,Tatyana BABASHKINA,1968-11-23,RUS,Dijon (FRA),1995-05-28,senior,high jump,26,F,0
2.02,Inga BABAKOVA,1967-06-27,UKR,"Stade Olympique de la Pontaise, Lausanne (SUI)",1995-07-05,senior,high jump,28,F,0
2.02,Inga BABAKOVA,1967-06-27,UKR,Köln (GER),1995-08-18,senior,high jump,28,F,0
2.02,Stefka KOSTADINOVA,1965-03-25,BUL,Arnstadt (GER) (i),1996-02-09,senior,high jump,30,F,1
2.02,Alina ASTAFEI,1969-06-07,GER,Arnstadt (GER) (i),1996-02-09,senior,high jump,26,F,1
2.02,Stefka KOSTADINOVA,1965-03-25,BUL,Ingolstadt (GER),1996-06-14,senior,high jump,31,F,0
2.02,Inga BABAKOVA,1967-06-27,UKR,Monaco (MON),1996-08-10,senior,high jump,29,F,0
2.02,Stefka KOSTADINOVA,1965-03-25,BUL,Monaco (MON),1996-08-10,senior,high jump,31,F,0
2.02,Stefka KOSTADINOVA,1965-03-25,BUL,Zürich (SUI),1996-08-14,senior,high jump,31,F,0
2.02,Inga BABAKOVA,1967-06-27,UKR,Zürich (SUI),1996-08-14,senior,high jump,29,F,0
2.02,Stefka KOSTADINOVA,1965-03-25,BUL,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1997-03-08,senior,high jump,31,F,1
2.02,Stefka KOSTADINOVA,1965-03-25,BUL,Osaka (JPN),1997-05-10,senior,high jump,32,F,0
2.02,Inga BABAKOVA,1967-06-27,UKR,Fukuoka (JPN),1997-09-13,senior,high jump,30,F,0
2.02,Monica IAGĂR DINESCU,1973-04-02,ROU,Budapest (HUN),1998-06-06,senior,high jump,25,F,0
2.02,Monica IAGĂR DINESCU,1973-04-02,ROU,Villeneuve d'Ascq (FRA),2000-06-17,senior,high jump,27,F,0
2.02,Venelina VENEVA-MATEEVA,1974-06-13,BUL,Łódź (POL) (i),2002-02-02,senior,high jump,27,F,1
2.02,Hestrie CLOETE,1978-08-26,RSA,"CM, Madrid (ESP)",2002-09-21,senior,high jump,24,F,0
2.02,Kajsa BERGQVIST,1976-10-12,SWE,"CM, Madrid (ESP)",2002-09-21,senior,high jump,25,F,0
2.02,Marina KUPTSOVA,1981-12-22,RUS,Arnstadt (GER) (i),2003-02-08,senior,high jump,21,F,1
2.02,Kajsa BERGQVIST,1976-10-12,SWE,Arnstadt (GER) (i),2003-02-08,senior,high jump,26,F,1
2.02,Kajsa BERGQVIST,1976-10-12,SWE,"National Indoor Arena, Birmingham (GBR) (i)",2003-02-21,senior,high jump,26,F,1
2.02,Yelena YELESINA,1970-04-04,RUS,Moskva (RUS) (i),2003-02-26,senior,high jump,32,F,1
2.02,Anna CHICHEROVA,1982-07-22,RUS,Moskva (RUS) (i),2003-02-26,senior,high jump,20,F,1
2.02,Marina KUPTSOVA,1981-12-22,RUS,"FBK Stadium, Hengelo (NED)",2003-06-01,senior,high jump,21,F,0
2.02,Hestrie CLOETE,1978-08-26,RSA,"Crystal Palace, London (GBR)",2003-08-08,senior,high jump,24,F,0
2.02,Kajsa BERGQVIST,1976-10-12,SWE,Arnstadt (GER) (i),2004-02-07,senior,high jump,27,F,1
2.02,Blanka VLAŠIĆ,1983-11-08,CRO,Bastad (SWE),2004-07-17,senior,high jump,20,F,0
2.02,Hestrie CLOETE,1978-08-26,RSA,"Olympic Stadium, Athina (GRE)",2004-08-28,senior,high jump,26,F,0
2.02,Vita STYOPINA,1976-02-21,UKR,"Olympic Stadium, Athina (GRE)",2004-08-28,senior,high jump,28,F,0
2.02,Kajsa BERGQVIST,1976-10-12,SWE,"Olympiastadion, Helsinki (FIN)",2005-08-08,senior,high jump,28,F,0
2.02,Blanka VLAŠIĆ,1983-11-08,CRO,Weinheim (GER) (i),2006-02-08,senior,high jump,22,F,1
2.02,Yelena SLESARENKO,1982-02-28,RUS,"Olimpiyskiy Stadion, Moskva (RUS) (i)",2006-03-12,senior,high jump,24,F,1
2.02,Blanka VLAŠIĆ,1983-11-08,CRO,"Meteor, Zhukovskiy (RUS)",2006-06-24,senior,high jump,22,F,0
2.02,Kajsa BERGQVIST,1976-10-12,SWE,Stockholm (SWE),2006-07-25,senior,high jump,29,F,0
2.02,Kajsa BERGQVIST,1976-10-12,SWE,Zürich (SUI),2006-08-18,senior,high jump,29,F,0
2.02,Kajsa BERGQVIST,1976-10-12,SWE,Torino (ITA),2007-06-08,senior,high jump,30,F,0
2.02,Antonietta DI MARTINO,1978-06-01,ITA,Torino (ITA),2007-06-08,senior,high jump,29,F,0
2.02,Yelena SLESARENKO,1982-02-28,RUS,Oslo (NOR),2007-06-15,senior,high jump,25,F,0
2.02,Yelena SLESARENKO,1982-02-28,RUS,"Olympiastadion, München (GER)",2007-06-24,senior,high jump,25,F,0
2.02,Blanka VLAŠIĆ,1983-11-08,CRO,"Stade de France, Paris-St-Denis (FRA)",2007-07-06,senior,high jump,23,F,0
2.02,Blanka VLAŠIĆ,1983-11-08,CRO,"Stadio Olimpico, Roma (ITA)",2007-07-13,senior,high jump,23,F,0
2.02,Ruth BEITIA,1979-04-01,ESP,San Sebastián (ESP),2007-08-04,senior,high jump,28,F,0
2.02,Blanka VLAŠIĆ,1983-11-08,CRO,Shanghai (CHN),2007-09-28,senior,high jump,23,F,0
2.02,Blanka VLAŠIĆ,1983-11-08,CRO,Karlsruhe (GER) (i),2008-02-10,senior,high jump,24,F,1
2.02,Yelena SLESARENKO,1982-02-28,RUS,Brno (CZE) (i),2008-02-12,senior,high jump,25,F,1
2.02,Ariane FRIEDRICH,1984-01-10,GER,Weinheim (GER) (i),2008-02-27,senior,high jump,24,F,1
2.02,Yelena SLESARENKO,1982-02-28,RUS,Eberstadt (GER),2008-06-28,senior,high jump,26,F,0
2.02,Blanka VLAŠIĆ,1983-11-08,CRO,Stockholm (SWE),2008-07-22,senior,high jump,24,F,0
2.02,Ariane FRIEDRICH,1984-01-10,GER,Arnstadt (GER) (i),2009-02-07,senior,high jump,25,F,1
2.02,Blanka VLAŠIĆ,1983-11-08,CRO,Split (CRO) (i),2009-02-21,senior,high jump,25,F,1
2.02,Ariane FRIEDRICH,1984-01-10,GER,"Estádio Dr. Magalhães Pessoa, Leiria (POR)",2009-06-21,senior,high jump,25,F,0
2.02,Blanka VLAŠIĆ,1983-11-08,CRO,"Crystal Palace, London (GBR)",2009-07-24,senior,high jump,25,F,0
2.02,Ariane FRIEDRICH,1984-01-10,GER,"Olympiastadion, Berlin (GER)",2009-08-20,senior,high jump,25,F,0
2.02,Irina GORDEYEVA,1986-10-09,RUS,Eberstadt (GER),2009-08-30,senior,high jump,22,F,0
2.02,Ariane FRIEDRICH,1984-01-10,GER,Karlsruhe (GER) (i),2010-02-28,senior,high jump,26,F,1
2.02,Ariane FRIEDRICH,1984-01-10,GER,Heusden-Zolder (BEL),2010-07-10,senior,high jump,26,F,0
2.02,Blanka VLAŠIĆ,1983-11-08,CRO,"Stade de France, Paris-St-Denis (FRA)",2010-07-16,senior,high jump,26,F,0
2.02,Blanka VLAŠIĆ,1983-11-08,CRO,"Olympiastadion, Stockholm (SWE)",2010-08-06,senior,high jump,26,F,0
2.02,Blanka VLAŠIĆ,1983-11-08,CRO,"Sports Park Mladost, Zagreb (CRO)",2010-09-01,senior,high jump,26,F,0
2.02,Chaunte LOWE,1984-01-12,USA,"Albuquerque, NM (USA) (i)",2012-02-26,senior,high jump,28,F,1
2.02,Anna CHICHEROVA,1982-07-22,RUS,"Hayward Field, Eugene, OR (USA)",2012-06-02,senior,high jump,29,F,0
2.02,Anna CHICHEROVA,1982-07-22,RUS,Beijing (CHN),2013-05-21,senior,high jump,30,F,0
2.02,Kamila LIĆWINKO,1986-03-22,POL,Toruń (POL) (i),2015-02-21,senior,high jump,28,F,1
2.02,Mariya LASITSKENE,1993-01-14,ANA,"Boudewijnstadion, Bruxelles (BEL)",2017-09-01,senior,high jump,24,F,0
2.02,Mariya LASITSKENE,1993-01-14,ANA,Banská Bystrica (SVK) (i),2018-02-06,senior,high jump,25,F,1
2.02,Mariya LASITSKENE,1993-01-14,ANA,"Stadio Olimpico, Roma (ITA)",2018-05-31,senior,high jump,25,F,0
2.02,Elena VALLORTIGARA,1991-09-21,ITA,"Olympic Stadium, London (GBR)",2018-07-22,senior,high jump,26,F,0
2.02,Mariya LASITSKENE,1993-01-14,ANA,Moskva (RUS) (i),2019-02-15,senior,high jump,26,F,1
2.02,Anna CHICHEROVA,1982-07-22,RUS,Moskva (RUS) (i),2019-02-15,senior,high jump,36,F,1
2.02,Mariya LASITSKENE,1993-01-14,ANA,"Stadion Śląski, Chorzów (POL)",2019-06-16,senior,high jump,26,F,0
2.02,Nafissatou THIAM,1994-08-19,BEL,"Stade Pierre Paul Bernard, Talence (FRA)",2019-06-22,senior,high jump,24,F,0
2.02,Mariya LASITSKENE,1993-01-14,ANA,"Stade Olympique de la Pontaise, Lausanne (SUI)",2019-07-05,senior,high jump,26,F,0
2.02,Yuliia LEVCHENKO,1997-11-28,UKR,"Dinamo National Olympic Stadium, Minsk (BLR)",2019-09-10,senior,high jump,21,F,0
2.02,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Messehalle, Karlsruhe (GER) (i)",2020-01-31,senior,high jump,18,F,1
2.02,Yaroslava MAHUCHIKH,2001-09-19,UKR,"KMSHVSM Arena, Kyiv (UKR) (i)",2021-01-09,senior,high jump,19,F,1
2.02,Vashti CUNNINGHAM,1998-01-18,USA,"Chula Vista, CA (USA)",2021-05-29,senior,high jump,23,F,0
2.02,Nicola MCDERMOTT,1996-12-28,AUS,"National Stadium, Tokyo (JPN)",2021-08-07,senior,high jump,24,F,0
2.02,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Boudewijnstadion, Bruxelles (BEL)",2021-09-03,senior,high jump,19,F,0
2.02,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Štark Arena, Beograd (SRB) (i)",2022-03-19,senior,high jump,20,F,1
2.02,Eleanor PATTERSON,1996-05-22,AUS,"Hayward Field, Eugene, OR (USA)",2022-07-19,senior,high jump,26,F,0
2.02,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Hayward Field, Eugene, OR (USA)",2022-07-19,senior,high jump,20,F,0
2.02,Yaroslava MAHUCHIKH,2001-09-19,UKR,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",2023-02-11,senior,high jump,21,F,1
2.02,Nicola OLYSLAGERS,1996-12-28,AUS,"Place de l'Europe, Lausanne (SUI)",2023-06-29,senior,high jump,26,F,0
2.02,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Egret Stadium, Xiamen (CHN)",2023-09-02,senior,high jump,21,F,0
2.02,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Katara Amphitheatre, Doha (QAT)",2025-05-09,senior,high jump,23,F,0
2.02,Yaroslava MAHUCHIKH,2001-09-19,UKR,"Sechseläutenplatz, Zürich (SUI)",2025-08-27,senior,high jump,23,F,0
2.01,Sara SIMEONI,1953-04-19,ITA,Brescia (ITA),1978-08-04,senior,high jump,25,F,0
2.01,Sara SIMEONI,1953-04-19,ITA,"Stadion Evžena Rošického, Praha (TCH)",1978-08-31,senior,high jump,25,F,0
2.01,Tamara BYKOVA,1958-12-21,URS,"Olympiastadion, Helsinki (FIN)",1983-08-09,senior,high jump,24,F,0
2.01,Louise RITTER,1958-02-18,USA,Roma (ITA),1983-09-01,senior,high jump,25,F,0
2.01,Stefka KOSTADINOVA,1965-03-25,BUL,Sofia (BUL),1985-06-25,senior,high jump,20,F,0
2.01,Silvia COSTA,1964-05-04,CUB,Kobe (JPN),1985-09-03,senior,high jump,21,F,0
2.01,Olga TURCHAK,1967-03-05,URS,Moskva (URS),1986-07-07,senior,high jump,19,F,0
2.01,Stefka KOSTADINOVA,1965-03-25,BUL,Sofia (BUL),1986-08-13,senior,high jump,21,F,0
2.01,Stefka KOSTADINOVA,1965-03-25,BUL,Ljubljana (SLO),1986-09-06,senior,high jump,21,F,0
2.01,Desiré DU PLESSIS,1965-05-20,RSA,Johannesburg (RSA),1986-09-16,senior,high jump,21,F,0
2.01,Stefka KOSTADINOVA,1965-03-25,BUL,Ancona (ITA) (i),1987-01-24,senior,high jump,21,F,1
2.01,Susanne BEYER,1961-06-24,GDR,Senftenberg (GER) (i),1987-02-08,senior,high jump,25,F,1
2.01,Louise RITTER,1958-02-18,USA,"Letzigrund, Zürich (SUI)",1987-08-19,senior,high jump,29,F,0
2.01,Stefka KOSTADINOVA,1965-03-25,BUL,Stuttgart (GER) (i),1988-01-31,senior,high jump,22,F,1
2.01,Gabriele GÜNZ,1961-09-08,GDR,Stuttgart (GER) (i),1988-01-31,senior,high jump,26,F,1
2.01,Silvia COSTA,1964-05-04,CUB,Sofia (BUL),1988-06-26,senior,high jump,24,F,0
2.01,Stefka KOSTADINOVA,1965-03-25,BUL,"Olympic Stadium, Seoul (KOR)",1988-09-30,senior,high jump,23,F,0
2.01,Heike BALCK,1970-08-19,GDR,Karl Marx Stadt (GDR),1989-06-18,senior,high jump,18,F,0
2.01,Heike HENKEL,1964-05-05,FRG,Berlin (GER) (i),1990-02-23,senior,high jump,25,F,1
2.01,Yelena YELESINA,1970-04-04,URS,Kiev (URS),1990-07-06,senior,high jump,20,F,0
2.01,Inga BABAKOVA,1967-06-27,URS,Kiev (URS),1991-06-20,senior,high jump,23,F,0
2.01,Heike HENKEL,1964-05-05,GER,Köln (GER),1991-09-08,senior,high jump,27,F,0
2.01,Stefka KOSTADINOVA,1965-03-25,BUL,"Stade Olympique de la Pontaise, Lausanne (SUI)",1992-07-08,senior,high jump,27,F,0
2.01,Stefka KOSTADINOVA,1965-03-25,BUL,Oristano (ITA),1992-09-13,senior,high jump,27,F,0
2.01,Heike HENKEL,1964-05-05,GER,Frankfurt (GER) (i),1993-02-10,senior,high jump,28,F,1
2.01,Ioamnet QUINTERO,1972-09-08,CUB,Berlin (GER) (i),1993-03-05,senior,high jump,20,F,1
2.01,Heike HENKEL,1964-05-05,GER,Wörrstadt (GER),1993-05-29,senior,high jump,29,F,0
2.01,Stefka KOSTADINOVA,1965-03-25,BUL,"Stade Olympique de la Pontaise, Lausanne (SUI)",1993-07-07,senior,high jump,28,F,0
2.01,Alina ASTAFEI,1969-06-07,ROU,Otterberg (GER) (i),1994-02-19,senior,high jump,24,F,1
2.01,Alina ASTAFEI,1969-06-07,ROU,Madrid (ESP) (i),1995-02-09,senior,high jump,25,F,1
2.01,Alina ASTAFEI,1969-06-07,GER,"Palau Sant Jordi, Barcelona (ESP) (i)",1995-03-11,senior,high jump,25,F,1
2.01,Alina ASTAFEI,1969-06-07,GER,Wörrstadt (GER),1995-05-27,senior,high jump,25,F,0
2.01,Alina ASTAFEI,1969-06-07,GER,Paris (FRA),1995-07-03,senior,high jump,26,F,0
2.01,Stefka KOSTADINOVA,1965-03-25,BUL,"Ullevi Stadium, Göteborg (SWE)",1995-08-13,senior,high jump,30,F,0
2.01,Inga BABAKOVA,1967-06-27,UKR,"Olympiastadion, Berlin (GER)",1995-09-01,senior,high jump,28,F,0
2.01,Tatyana BABASHKINA,1968-11-23,RUS,"Stade Louis II, Monaco (MON)",1995-09-09,senior,high jump,26,F,0
2.01,Inga BABAKOVA,1967-06-27,UKR,Kobe (JPN),1995-09-17,senior,high jump,28,F,0
2.01,Stefka KOSTADINOVA,1965-03-25,BUL,Wuppertal (GER) (i),1996-02-02,senior,high jump,30,F,1
2.01,Stefka KOSTADINOVA,1965-03-25,BUL,Spala (POL) (i),1996-02-16,senior,high jump,30,F,1
2.01,Stefka KOSTADINOVA,1965-03-25,BUL,Moskva (RUS),1996-06-07,senior,high jump,31,F,0
2.01,Inga BABAKOVA,1967-06-27,UKR,"Olympic Stadium, Atlanta, GA (USA)",1996-08-03,senior,high jump,29,F,0
2.01,Stefka KOSTADINOVA,1965-03-25,BUL,Salgótarján (HUN),1996-09-11,senior,high jump,31,F,0
2.01,Hanne HAUGLAND,1967-12-14,NOR,Zürich (SUI),1997-08-13,senior,high jump,29,F,0
2.01,Tisha WALLER,1970-12-01,USA,"Atlanta, GA (USA) (i)",1998-02-28,senior,high jump,27,F,1
2.01,Monica IAGĂR DINESCU,1973-04-02,ROU,Roodeport (RSA),1998-03-16,senior,high jump,24,F,0
2.01,Yelena GULYAYEVA,1967-08-14,RUS,Kalamata (GRE),1998-05-23,senior,high jump,30,F,0
2.01,Monica IAGĂR DINESCU,1973-04-02,ROU,Milano (ITA),1999-06-09,senior,high jump,26,F,0
2.01,Yelena YELESINA,1970-04-04,RUS,St-Denis (FRA),1999-07-03,senior,high jump,29,F,0
2.01,Inga BABAKOVA,1967-06-27,UKR,Zürich (SUI),1999-08-11,senior,high jump,32,F,0
2.01,Monica IAGĂR DINESCU,1973-04-02,ROU,Zürich (SUI),1999-08-11,senior,high jump,26,F,0
2.01,Venelina VENEVA-MATEEVA,1974-06-13,BUL,Kalamata (GRE),2000-06-04,senior,high jump,25,F,0
2.01,Kajsa BERGQVIST,1976-10-12,SWE,Uppsala (SWE),2000-08-19,senior,high jump,23,F,0
2.01,Yelena YELESINA,1970-04-04,RUS,"Olympic Stadium, Sydney (AUS)",2000-09-30,senior,high jump,30,F,0
2.01,Hestrie CLOETE,1978-08-26,RSA,"Olympic Stadium, Sydney (AUS)",2000-09-30,senior,high jump,22,F,0
2.01,Inga BABAKOVA,1967-06-27,UKR,Wörrstadt (GER),2001-05-26,senior,high jump,33,F,0
2.01,Hestrie CLOETE,1978-08-26,RSA,"Letzigrund, Zürich (SUI)",2001-08-17,senior,high jump,22,F,0
2.01,Kajsa BERGQVIST,1976-10-12,SWE,Malmö (SWE),2002-08-13,senior,high jump,25,F,0
2.01,Kajsa BERGQVIST,1976-10-12,SWE,Helsinki (FIN),2002-08-24,senior,high jump,25,F,0
2.01,Yelena YELESINA,1970-04-04,RUS,Yekaterinburg (RUS) (i),2003-01-07,senior,high jump,32,F,1
2.01,Anna CHICHEROVA,1982-07-22,RUS,Stockholm (SWE) (i),2003-02-18,senior,high jump,20,F,1
2.01,Kajsa BERGQVIST,1976-10-12,SWE,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-16,senior,high jump,26,F,1
2.01,Kajsa BERGQVIST,1976-10-12,SWE,Ostrava (CZE),2003-06-12,senior,high jump,26,F,0
2.01,Inga BABAKOVA,1967-06-27,UKR,Oslo (NOR),2003-06-27,senior,high jump,36,F,0
2.01,Hestrie CLOETE,1978-08-26,RSA,Stockholm (SWE),2003-08-05,senior,high jump,24,F,0
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,Zürich (SUI),2003-08-15,senior,high jump,19,F,0
2.01,Vita PALAMAR,1977-10-12,UKR,Zürich (SUI),2003-08-15,senior,high jump,25,F,0
2.01,Amy ACUFF,1975-07-14,USA,Zürich (SUI),2003-08-15,senior,high jump,28,F,0
2.01,Venelina VENEVA-MATEEVA,1974-06-13,BUL,Rieti (ITA),2003-09-07,senior,high jump,29,F,0
2.01,Hestrie CLOETE,1978-08-26,RSA,"Stade Louis II, Monaco (MON)",2003-09-13,senior,high jump,25,F,0
2.01,Vita PALAMAR,1977-10-12,UKR,"Stade Louis II, Monaco (MON)",2003-09-13,senior,high jump,25,F,0
2.01,Yelena SLESARENKO,1982-02-28,RUS,Moskva (RUS) (i),2004-02-18,senior,high jump,21,F,1
2.01,Venelina VENEVA-MATEEVA,1974-06-13,BUL,Sofia (BUL),2004-06-06,senior,high jump,29,F,0
2.01,Yelena SLESARENKO,1982-02-28,RUS,"Stadion Juliska, Praha (CZE)",2004-06-28,senior,high jump,22,F,0
2.01,Irina MIKHALCHENKO,1972-01-20,UKR,Eberstadt (GER),2004-07-17,senior,high jump,32,F,0
2.01,Yelena SLESARENKO,1982-02-28,RUS,"Stade Louis II, Monaco (MON)",2004-09-18,senior,high jump,22,F,0
2.01,Anna CHICHEROVA,1982-07-22,RUS,"Palacio de Deportes, Madrid (ESP) (i)",2005-03-05,senior,high jump,22,F,1
2.01,Kajsa BERGQVIST,1976-10-12,SWE,Gävle (SWE),2005-06-19,senior,high jump,28,F,0
2.01,Kajsa BERGQVIST,1976-10-12,SWE,Glasgow (GBR) (i),2006-01-28,senior,high jump,29,F,1
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,Arnstadt (GER) (i),2006-02-04,senior,high jump,22,F,1
2.01,Chaunte LOWE,1984-01-12,USA,"Indianapolis, IN (USA)",2006-06-24,senior,high jump,22,F,0
2.01,Kajsa BERGQVIST,1976-10-12,SWE,"Ullevi Stadium, Göteborg (SWE)",2006-08-11,senior,high jump,29,F,0
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,"Ullevi Stadium, Göteborg (SWE)",2006-08-11,senior,high jump,22,F,0
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,Zagreb (CRO),2006-08-31,senior,high jump,22,F,0
2.01,Kajsa BERGQVIST,1976-10-12,SWE,Zagreb (CRO),2006-08-31,senior,high jump,29,F,0
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,Bucureşti (ROU) (i),2007-02-09,senior,high jump,23,F,1
2.01,Ruth BEITIA,1979-04-01,ESP,Pireaus (GRE) (i),2007-02-24,senior,high jump,27,F,1
2.01,Anna CHICHEROVA,1982-07-22,RUS,Tula (RUS),2007-08-03,senior,high jump,25,F,0
2.01,Yelena SLESARENKO,1982-02-28,RUS,"Letzigrund, Zürich (SUI)",2007-09-07,senior,high jump,25,F,0
2.01,Yelena SLESARENKO,1982-02-28,RUS,"Boudewijnstadion, Bruxelles (BEL)",2007-09-14,senior,high jump,25,F,0
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,Göteborg (SWE) (i),2008-01-29,senior,high jump,24,F,1
2.01,Yelena SLESARENKO,1982-02-28,RUS,Arnstadt (GER) (i),2008-02-02,senior,high jump,25,F,1
2.01,Yelena SLESARENKO,1982-02-28,RUS,Moskva (RUS) (i),2008-02-09,senior,high jump,25,F,1
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,Split (CRO) (i),2008-02-13,senior,high jump,24,F,1
2.01,Ariane FRIEDRICH,1984-01-10,GER,Sindelfingen (GER) (i),2008-02-24,senior,high jump,24,F,1
2.01,Yelena SLESARENKO,1982-02-28,RUS,"Velódromo Luis Puig, Valencia (ESP) (i)",2008-03-09,senior,high jump,26,F,1
2.01,Vita PALAMAR,1977-10-12,UKR,"Velódromo Luis Puig, Valencia (ESP) (i)",2008-03-09,senior,high jump,30,F,1
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,Split (CRO),2008-05-15,senior,high jump,24,F,0
2.01,Ruth BEITIA,1979-04-01,ESP,Madrid (ESP),2008-07-05,senior,high jump,29,F,0
2.01,Yelena SLESARENKO,1982-02-28,RUS,Madrid (ESP),2008-07-05,senior,high jump,26,F,0
2.01,Anna CHICHEROVA,1982-07-22,RUS,Tula (RUS),2008-07-06,senior,high jump,25,F,0
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,"Stade de France, Paris-St-Denis (FRA)",2008-07-18,senior,high jump,24,F,0
2.01,Anna CHICHEROVA,1982-07-22,RUS,"Crystal Palace, London (GBR)",2008-07-26,senior,high jump,26,F,0
2.01,Ariane FRIEDRICH,1984-01-10,GER,"Wattenscheid, Bochum (GER)",2008-08-01,senior,high jump,24,F,0
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,"Letzigrund, Zürich (SUI)",2008-08-29,senior,high jump,24,F,0
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,"Gottlieb-Daimler Stadion, Stuttgart (GER)",2008-09-14,senior,high jump,24,F,0
2.01,Irina GORDEYEVA,1986-10-09,RUS,Cottbus (GER) (i),2009-01-28,senior,high jump,22,F,1
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,Malmö (SWE) (i),2009-02-03,senior,high jump,25,F,1
2.01,Ariane FRIEDRICH,1984-01-10,GER,"Oval Lingotto, Torino (ITA) (i)",2009-03-08,senior,high jump,25,F,1
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,Thessaloniki (GRE),2009-06-10,senior,high jump,25,F,0
2.01,Ariane FRIEDRICH,1984-01-10,GER,Ulm (GER),2009-07-04,senior,high jump,25,F,0
2.01,Ruth BEITIA,1979-04-01,ESP,Zaragoza (ESP),2009-07-18,senior,high jump,30,F,0
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,"Letzigrund, Zürich (SUI)",2009-08-28,senior,high jump,25,F,0
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,Třinec (CZE) (i),2010-01-26,senior,high jump,26,F,1
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,Stockholm (SWE) (i),2010-02-10,senior,high jump,26,F,1
2.01,Ariane FRIEDRICH,1984-01-10,GER,Dessau (GER) (i),2010-02-20,senior,high jump,26,F,1
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,"Bislett Stadion, Oslo (NOR)",2010-06-04,senior,high jump,26,F,0
2.01,Chaunte LOWE,1984-01-12,USA,"Bislett Stadion, Oslo (NOR)",2010-06-04,senior,high jump,26,F,0
2.01,Antonietta DI MARTINO,1978-06-01,ITA,Grosseto (ITA),2010-06-30,senior,high jump,32,F,0
2.01,Emma GREEN,1984-12-08,SWE,"Estadio Olímpico, Barcelona (ESP)",2010-08-01,senior,high jump,25,F,0
2.01,Ariane FRIEDRICH,1984-01-10,GER,"Estadio Olímpico, Barcelona (ESP)",2010-08-01,senior,high jump,26,F,0
2.01,Blanka VLAŠIĆ,1983-11-08,CRO,"Crystal Palace, London (GBR)",2010-08-13,senior,high jump,26,F,0
