Mark,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
2.37,Bohdan BONDARENKO,1989-08-30,UKR,"Le Grand Stade, Marrakech (MAR)",2014-09-13,senior,high jump,25,M,0
2.37,Bohdan BONDARENKO,1989-08-30,UKR,"Todoroki Stadium, Kawasaki (JPN)",2015-05-10,senior,high jump,25,M,0
2.37,Erik KYNARD,1991-02-03,USA,"Hayward Field, Eugene, OR (USA)",2015-06-26,senior,high jump,24,M,0
2.37,Derek DROUIN,1990-03-06,CAN,"CIBC, Toronto (CAN)",2015-07-25,senior,high jump,25,M,0
2.37,Derek DROUIN,1990-03-06,CAN,Eberstadt (GER),2015-08-02,senior,high jump,25,M,0
2.37,Gianmarco TAMBERI,1992-06-01,ITA,Eberstadt (GER),2015-08-02,senior,high jump,23,M,0
2.37,Mutaz Essa BARSHIM,1991-06-24,QAT,"Alexander Stadium, Birmingham (GBR)",2016-06-05,senior,high jump,24,M,0
2.37,Bohdan BONDARENKO,1989-08-30,UKR,"Stade Louis II, Monaco (MON)",2016-07-15,senior,high jump,26,M,0
2.37,Donald THOMAS,1984-07-01,BAH,"Bregyó Athletic Center, Székesfehérvár (HUN)",2016-07-18,senior,high jump,32,M,0
2.37,Mutaz Essa BARSHIM,1991-06-24,QAT,Opole (POL),2017-06-04,senior,high jump,25,M,0
2.37,Danil LYSENKO,1997-05-19,ANA,Hustopeče (CZE) (i),2018-01-27,senior,high jump,20,M,1
2.37,Mutaz Essa BARSHIM,1991-06-24,QAT,"Khalifa International Stadium, Doha (QAT)",2019-10-04,senior,high jump,28,M,0
2.37,Maksim NEDASEKAU,1998-01-21,BLR,"Arena, Toruń (POL) (i)",2021-03-07,senior,high jump,23,M,1
2.37,Ilya IVANYUK,1993-03-09,ANA,"SGAFKST Arena, Smolensk (RUS)",2021-05-17,senior,high jump,28,M,0
2.37,Maksim NEDASEKAU,1998-01-21,BLR,"Bregyó Athletic Center, Székesfehérvár (HUN)",2021-07-06,senior,high jump,23,M,0
2.37,Gianmarco TAMBERI,1992-06-01,ITA,"National Stadium, Tokyo (JPN)",2021-08-01,senior,high jump,29,M,0
2.37,Mutaz Essa BARSHIM,1991-06-24,QAT,"National Stadium, Tokyo (JPN)",2021-08-01,senior,high jump,30,M,0
2.37,Maksim NEDASEKAU,1998-01-21,BLR,"National Stadium, Tokyo (JPN)",2021-08-01,senior,high jump,23,M,0
2.37,Mutaz Essa BARSHIM,1991-06-24,QAT,"Hayward Field, Eugene, OR (USA)",2022-07-18,senior,high jump,31,M,0
2.37,Gianmarco TAMBERI,1992-06-01,ITA,"Stadio Olimpico, Roma (ITA)",2024-06-11,senior,high jump,32,M,0
2.36,Gerd WESSIG,1959-07-16,GDR,"Lenin Stadium, Moskva (URS)",1980-08-01,senior,high jump,21,M,0
2.36,Igor PAKLIN,1963-06-15,URS,Milano (ITA) (i),1984-02-01,senior,high jump,20,M,1
2.36,Sergey ZASIMOVICH,1962-09-06,URS,Tashkent (UZB),1984-05-05,senior,high jump,21,M,0
2.36,Carlo THRÄNHARDT,1957-07-05,FRG,Eberstadt (GER),1984-06-10,senior,high jump,26,M,0
2.36,Dietmar MÖGENBURG,1961-08-15,FRG,Eberstadt (GER),1984-06-10,senior,high jump,22,M,0
2.36,Eddy ANNYS,1958-12-15,BEL,Gent (BEL),1985-05-26,senior,high jump,26,M,0
2.36,Jim HOWARD,1959-09-11,USA,"Albuquerque, NM (USA) (i)",1986-01-25,senior,high jump,26,M,1
2.36,Carlo THRÄNHARDT,1957-07-05,FRG,Berlin (GER) (i),1986-02-14,senior,high jump,28,M,1
2.36,Javier SOTOMAYOR,1967-10-13,CUB,Santiago de Cuba (CUB),1986-02-23,senior,high jump,18,M,0
2.36,Ján ZVARA,1963-02-12,TCH,Jablonec (TCH) (i),1987-02-14,senior,high jump,24,M,1
2.36,Carlo THRÄNHARDT,1957-07-05,FRG,"Arena Stade Couvert, Liévin (FRA) (i)",1987-02-21,senior,high jump,29,M,1
2.36,Gennadiy AVDEYENKO,1963-11-04,URS,"Arena Stade Couvert, Liévin (FRA) (i)",1987-02-21,senior,high jump,23,M,1
2.36,Igor PAKLIN,1963-06-15,URS,"Hoosier Dome, Indianapolis, IN (USA) (i)",1987-03-07,senior,high jump,23,M,1
2.36,Patrik SJÖBERG,1965-01-05,SWE,Eberstadt (GER),1987-06-07,senior,high jump,22,M,0
2.36,Jim HOWARD,1959-09-11,USA,Rehlingen (GER),1987-06-08,senior,high jump,27,M,0
2.36,Patrik SJÖBERG,1965-01-05,SWE,Oslo (NOR),1987-08-05,senior,high jump,22,M,0
2.36,Ján ZVARA,1963-02-12,TCH,Praha (TCH),1987-08-23,senior,high jump,24,M,0
2.36,Sergey MALCHENKO,1963-11-02,URS,Moskva (URS) (i),1988-01-09,senior,high jump,24,M,1
2.36,Dietmar MÖGENBURG,1961-08-15,FRG,Berlin (GER) (i),1988-02-26,senior,high jump,26,M,1
2.36,Sorin MATEI,1963-07-06,ROU,Budapest (HUN) (i),1988-02-27,senior,high jump,24,M,1
2.36,Sorin MATEI,1963-07-06,ROU,Hamamatsu (JPN),1988-05-08,senior,high jump,24,M,0
2.36,Rudolf POVARNITSYN,1962-06-13,URS,Bratislava (TCH),1988-06-09,senior,high jump,25,M,0
2.36,Gennadiy AVDEYENKO,1963-11-04,URS,Tallinn (EST),1988-07-06,senior,high jump,24,M,0
2.36,Sergey MALCHENKO,1963-11-02,URS,Dnepropetrovsk (URS),1988-07-17,senior,high jump,24,M,0
2.36,Igor PAKLIN,1963-06-15,URS,Vilnius (LTU),1988-08-28,senior,high jump,25,M,0
2.36,Hollis CONWAY,1967-01-08,USA,"Olympic Stadium, Seoul (KOR)",1988-09-25,senior,high jump,21,M,0
2.36,Patrik SJÖBERG,1965-01-05,SWE,"Olympic Stadium, Seoul (KOR)",1988-09-25,senior,high jump,23,M,0
2.36,Rudolf POVARNITSYN,1962-06-13,URS,"Olympic Stadium, Seoul (KOR)",1988-09-25,senior,high jump,26,M,0
2.36,Javier SOTOMAYOR,1967-10-13,CUB,Sofia (BUL) (i),1989-02-05,senior,high jump,21,M,1
2.36,Carlo THRÄNHARDT,1957-07-05,FRG,Berlin (GER) (i),1989-02-24,senior,high jump,31,M,1
2.36,Patrik SJÖBERG,1965-01-05,SWE,Berlin (GER) (i),1989-02-24,senior,high jump,24,M,1
2.36,Gerd NAGEL,1957-10-22,FRG,Sulingen (GER) (i),1989-03-17,senior,high jump,31,M,1
2.36,Javier SOTOMAYOR,1967-10-13,CUB,La Habana (CUB),1989-05-14,senior,high jump,21,M,0
2.36,Patrik SJÖBERG,1965-01-05,SWE,"Letzigrund, Zürich (SUI)",1989-08-16,senior,high jump,24,M,0
2.36,Patrik SJÖBERG,1965-01-05,SWE,Rieti (ITA),1989-09-03,senior,high jump,24,M,0
2.36,Clarence Nicholas SAUNDERS,1963-09-14,BER,Auckland (NZL),1990-02-01,senior,high jump,26,M,0
2.36,Ralf SONN,1967-01-17,FRG,Berlin (GER) (i),1990-02-23,senior,high jump,23,M,1
2.36,Hollis CONWAY,1967-01-08,USA,"Norwalk, CA (USA)",1990-06-15,senior,high jump,23,M,0
2.36,Doug NORDQUIST,1958-12-20,USA,"Norwalk, CA (USA)",1990-06-15,senior,high jump,31,M,0
2.36,Sorin MATEI,1963-07-06,ROU,Eberstadt (GER),1990-06-16,senior,high jump,26,M,0
2.36,Sorin MATEI,1963-07-06,ROU,Stockholm (SWE),1990-07-02,senior,high jump,26,M,0
2.36,Sorin MATEI,1963-07-06,ROU,"Stade Olympique de la Pontaise, Lausanne (SUI)",1990-07-12,senior,high jump,27,M,0
2.36,Georgi DAKOV,1967-10-21,BUL,Bruxelles (BEL),1990-08-10,senior,high jump,22,M,0
2.36,Javier SOTOMAYOR,1967-10-13,CUB,Jerez de la Frontera (ESP),1990-09-03,senior,high jump,22,M,0
2.36,Javier SOTOMAYOR,1967-10-13,CUB,La Habana (CUB),1991-05-11,senior,high jump,23,M,0
2.36,Javier SOTOMAYOR,1967-10-13,CUB,Eberstadt (GER),1991-06-02,senior,high jump,23,M,0
2.36,Javier SOTOMAYOR,1967-10-13,CUB,"National Stadium, Tokyo (JPN)",1991-09-01,senior,high jump,23,M,0
2.36,Hollis CONWAY,1967-01-08,USA,"National Stadium, Tokyo (JPN)",1991-09-01,senior,high jump,24,M,0
2.36,Dalton GRANT,1966-04-08,GBR,"National Stadium, Tokyo (JPN)",1991-09-01,senior,high jump,25,M,0
2.36,Ralf SONN,1967-01-17,GER,Berlin (GER) (i),1992-02-21,senior,high jump,25,M,1
2.36,Sorin MATEI,1963-07-06,ROU,Berlin (GER) (i),1992-02-21,senior,high jump,28,M,1
2.36,Sorin MATEI,1963-07-06,ROU,"Palazzo dello Sport, Genova (ITA) (i)",1992-03-01,senior,high jump,28,M,1
2.36,Lambros PAPAKOSTAS,1969-10-20,GRE,Athina (GRE),1992-06-21,senior,high jump,22,M,0
2.36,Javier SOTOMAYOR,1967-10-13,CUB,Eberstadt (GER),1992-07-04,senior,high jump,24,M,0
2.36,Javier SOTOMAYOR,1967-10-13,CUB,Zürich (SUI),1992-08-19,senior,high jump,24,M,0
2.36,Ralf SONN,1967-01-17,GER,Wuppertal (GER) (i),1993-02-05,senior,high jump,26,M,1
2.36,Steve SMITH,1973-03-29,GBR,Wuppertal (GER) (i),1993-02-05,senior,high jump,19,M,1
2.36,Wolf-Hendrik BEYER,1972-02-14,GER,Berlin (GER) (i),1993-03-05,senior,high jump,21,M,1
2.36,Ralf SONN,1967-01-17,GER,Berlin (GER) (i),1993-03-05,senior,high jump,26,M,1
2.36,Javier SOTOMAYOR,1967-10-13,CUB,Eberstadt (GER),1993-07-03,senior,high jump,25,M,0
2.36,Artur PARTYKA,1969-07-25,POL,Eberstadt (GER),1993-07-03,senior,high jump,23,M,0
2.36,Troy KEMP,1966-06-18,BAH,Eberstadt (GER),1993-07-03,senior,high jump,27,M,0
2.36,Dragutin TOPIĆ,1971-03-12,YUG,Beograd (SRB),1993-07-04,senior,high jump,22,M,0
2.36,Javier SOTOMAYOR,1967-10-13,CUB,Sheffield (GBR),1993-08-29,senior,high jump,25,M,0
2.36,Steinar HOEN,1971-02-08,NOR,Balingen (GER) (i),1994-02-12,senior,high jump,23,M,1
2.36,Wolf-Hendrik BEYER,1972-02-14,GER,Balingen (GER) (i),1994-02-12,senior,high jump,21,M,1
2.36,Javier SOTOMAYOR,1967-10-13,CUB,Liverpool (GBR) (i),1994-02-24,senior,high jump,26,M,1
2.36,Steve SMITH,1973-03-29,GBR,Liverpool (GBR) (i),1994-02-24,senior,high jump,20,M,1
2.36,Troy KEMP,1966-06-18,BAH,Weinheim (GER) (i),1994-03-18,senior,high jump,27,M,1
2.36,Javier SOTOMAYOR,1967-10-13,CUB,São Paulo (BRA),1994-05-21,senior,high jump,26,M,0
2.36,Javier SOTOMAYOR,1967-10-13,CUB,"Olympiastadion, Berlin (GER)",1994-08-30,senior,high jump,26,M,0
2.36,Sorin MATEI,1963-07-06,ROU,Banská Bystrica (SVK) (i),1995-02-08,senior,high jump,31,M,1
2.36,Javier SOTOMAYOR,1967-10-13,CUB,Spala (POL) (i),1995-02-17,senior,high jump,27,M,1
2.36,Steinar HOEN,1971-02-08,NOR,Berlin (GER) (i),1995-03-03,senior,high jump,24,M,1
2.36,Javier SOTOMAYOR,1967-10-13,CUB,Duisburg (GER),1995-06-18,senior,high jump,27,M,0
2.36,Javier SOTOMAYOR,1967-10-13,CUB,Arnstadt (GER) (i),1996-02-09,senior,high jump,28,M,1
2.36,Steve SMITH,1973-03-29,GBR,Birmingham (GBR) (i),1996-02-10,senior,high jump,22,M,1
2.36,Artur PARTYKA,1969-07-25,POL,Spala (POL) (i),1996-02-16,senior,high jump,26,M,1
2.36,Charles AUSTIN,1967-12-19,USA,Spala (POL) (i),1996-02-16,senior,high jump,28,M,1
2.36,Artur PARTYKA,1969-07-25,POL,Sopot (POL),1996-06-15,senior,high jump,26,M,0
2.36,Charles AUSTIN,1967-12-19,USA,Tokyo (JPN),1996-09-16,senior,high jump,28,M,0
2.36,Tim FORSYTH,1973-08-17,AUS,Melbourne (AUS),1997-03-02,senior,high jump,23,M,0
2.36,Steinar HOEN,1971-02-08,NOR,Oslo (NOR),1997-07-01,senior,high jump,26,M,0
2.36,Steve SMITH,1973-03-29,GBR,Balingen (GER) (i),1998-02-08,senior,high jump,24,M,1
2.36,Sergey KLYUGIN,1974-03-24,RUS,Zürich (SUI),1998-08-12,senior,high jump,24,M,0
2.36,Javier SOTOMAYOR,1967-10-13,CUB,"Green Dome, Maebashi (JPN) (i)",1999-03-07,senior,high jump,31,M,1
2.36,Vyacheslav VORONIN,1974-04-05,RUS,"Green Dome, Maebashi (JPN) (i)",1999-03-07,senior,high jump,24,M,1
2.36,Steve SMITH,1973-03-29,GBR,Gateshead (GBR),1999-06-27,senior,high jump,26,M,0
2.36,Konstantin MATUSEVICH,1971-02-25,ISR,Perth (AUS),2000-02-05,senior,high jump,28,M,0
2.36,Matt HEMINGWAY,1972-10-24,USA,Air Force Academy (USA) (i),2000-02-19,senior,high jump,27,M,1
2.36,Vyacheslav VORONIN,1974-04-05,RUS,Eberstadt (GER),2000-07-23,senior,high jump,26,M,0
2.36,Martin BUß,1976-04-07,GER,"Commonwealth Stadium, Edmonton (CAN)",2001-08-08,senior,high jump,25,M,0
2.36,Andriy SOKOLOVSKIY,1978-07-16,UKR,Berdichev (UKR),2002-09-07,senior,high jump,24,M,0
2.36,Stefan HOLM,1976-05-25,SWE,Arnstadt (GER) (i),2003-02-08,senior,high jump,26,M,1
2.36,Aleksander WALERIAŃCZYK,1982-09-01,POL,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2003-07-20,senior,high jump,20,M,0
2.36,Stefan HOLM,1976-05-25,SWE,Arnstadt (GER) (i),2004-02-07,senior,high jump,27,M,1
2.36,Stefan HOLM,1976-05-25,SWE,Eberstadt (GER),2004-07-18,senior,high jump,28,M,0
2.36,Stefan HOLM,1976-05-25,SWE,"Olympic Stadium, Athina (GRE)",2004-08-22,senior,high jump,28,M,0
2.36,Michał BIENIEK,1984-05-17,POL,Biala Podlaska (POL),2005-05-28,senior,high jump,21,M,0
2.36,Jaroslav BÁBA,1984-09-02,CZE,"Stadio Olimpico, Roma (ITA)",2005-07-08,senior,high jump,20,M,0
2.36,Stefan HOLM,1976-05-25,SWE,"Stadio Olimpico, Roma (ITA)",2005-07-08,senior,high jump,29,M,0
2.36,Andriy SOKOLOVSKIY,1978-07-16,UKR,Banská Bystrica (SVK) (i),2006-02-14,senior,high jump,27,M,1
2.36,Andrey TERESHIN,1982-12-15,RUS,Moskva (RUS) (i),2006-02-17,senior,high jump,23,M,1
2.36,Andrey SILNOV,1984-09-09,RUS,"Ullevi Stadium, Göteborg (SWE)",2006-08-09,senior,high jump,21,M,0
2.36,Andrey SILNOV,1984-09-09,RUS,Arnstadt (GER) (i),2007-02-03,senior,high jump,22,M,1
2.36,Ivan UKHOV,1986-03-29,RUS,Hustopeče (CZE) (i),2008-01-19,senior,high jump,21,M,1
2.36,Andrey SILNOV,1984-09-09,RUS,Moskva (RUS) (i),2008-01-27,senior,high jump,23,M,1
2.36,Andrey TERESHIN,1982-12-15,RUS,Moskva (RUS) (i),2008-02-10,senior,high jump,25,M,1
2.36,Andrey SILNOV,1984-09-09,RUS,Moskva (RUS) (i),2008-02-10,senior,high jump,23,M,1
2.36,Stefan HOLM,1976-05-25,SWE,"Velódromo Luis Puig, Valencia (ESP) (i)",2008-03-08,senior,high jump,31,M,1
2.36,Dusty JONAS,1986-04-19,USA,"Boulder, CO (USA)",2008-05-18,senior,high jump,22,M,0
2.36,Andrey SILNOV,1984-09-09,RUS,"National Stadium, Beijing (CHN)",2008-08-19,senior,high jump,23,M,0
2.36,Ivan UKHOV,1986-03-29,RUS,Arnstadt (GER) (i),2009-02-07,senior,high jump,22,M,1
2.36,Linus THÖRNBLAD,1985-03-06,SWE,Banská Bystrica (SVK) (i),2009-02-11,senior,high jump,23,M,1
2.36,Jesse WILLIAMS,1983-12-27,USA,Banská Bystrica (SVK) (i),2009-02-11,senior,high jump,25,M,1
2.36,Ivan UKHOV,1986-03-29,RUS,"Aspire Dome, Doha (QAT) (i)",2010-03-14,senior,high jump,23,M,1
2.36,Ivan UKHOV,1986-03-29,RUS,Opole (POL),2010-09-11,senior,high jump,24,M,0
2.36,Ivan UKHOV,1986-03-29,RUS,Bydgoszcz (POL) (i),2011-02-16,senior,high jump,24,M,1
2.36,Aleksey DMITRIK,1984-04-12,RUS,Cheboksary (RUS),2011-07-23,senior,high jump,27,M,0
2.36,Aleksandr SHUSTOV,1984-06-29,RUS,Cheboksary (RUS),2011-07-23,senior,high jump,27,M,0
2.36,Andrey SILNOV,1984-09-09,RUS,"Crystal Palace, London (GBR)",2011-08-06,senior,high jump,26,M,0
2.36,Andrey SILNOV,1984-09-09,RUS,Moskva (RUS) (i),2012-02-05,senior,high jump,27,M,1
2.36,Jesse WILLIAMS,1983-12-27,USA,"Icahn Stadium, New York, NY (USA)",2012-06-09,senior,high jump,28,M,0
2.36,Robbie GRABARZ,1987-10-03,GBR,"Icahn Stadium, New York, NY (USA)",2012-06-09,senior,high jump,24,M,0
2.36,Aleksey DMITRIK,1984-04-12,RUS,Arnstadt (GER) (i),2013-02-02,senior,high jump,28,M,1
2.36,Mutaz Essa BARSHIM,1991-06-24,QAT,Banská Bystrica (SVK) (i),2013-02-06,senior,high jump,21,M,1
2.36,Erik KYNARD,1991-02-03,USA,"Hayward Field, Eugene, OR (USA)",2013-06-01,senior,high jump,22,M,0
2.36,Derek DROUIN,1990-03-06,CAN,"Hayward Field, Eugene, OR (USA)",2013-06-01,senior,high jump,23,M,0
2.36,Bohdan BONDARENKO,1989-08-30,UKR,"Alexander Stadium, Birmingham (GBR)",2013-06-30,senior,high jump,23,M,0
2.36,Erik KYNARD,1991-02-03,USA,"Olympic Stadium, London (GBR)",2013-07-26,senior,high jump,22,M,0
2.36,Mutaz Essa BARSHIM,1991-06-24,QAT,Hangzhou (CHN) (i),2014-02-16,senior,high jump,22,M,1
2.36,Andrii PROTSENKO,1988-05-20,UKR,"Ergo Arena, Sopot (POL) (i)",2014-03-09,senior,high jump,25,M,1
2.36,Bohdan BONDARENKO,1989-08-30,UKR,"Stadio Guidobaldi, Rieti (ITA)",2014-09-07,senior,high jump,25,M,0
2.36,Guowei ZHANG,1991-06-04,CHN,"Bislett Stadion, Oslo (NOR)",2015-06-11,senior,high jump,24,M,0
2.36,Bohdan BONDARENKO,1989-08-30,UKR,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2015-06-14,senior,high jump,25,M,0
2.36,Mutaz Essa BARSHIM,1991-06-24,QAT,"Bregyó Athletic Center, Székesfehérvár (HUN)",2015-07-07,senior,high jump,24,M,0
2.36,Chris BAKER,1991-02-02,GBR,Hustopeče (CZE) (i),2016-02-13,senior,high jump,25,M,1
2.36,Mutaz Essa BARSHIM,1991-06-24,QAT,Malmö (SWE) (i),2016-02-13,senior,high jump,24,M,1
2.36,Gianmarco TAMBERI,1992-06-01,ITA,Ancona (ITA) (i),2016-03-06,senior,high jump,23,M,1
2.36,Gianmarco TAMBERI,1992-06-01,ITA,"Oregon Convention Center, Portland, OR (USA) (i)",2016-03-19,senior,high jump,23,M,1
2.36,Majd Eddin GHAZAL,1987-04-21,SYR,"National Stadium, Beijing (CHN)",2016-05-18,senior,high jump,29,M,0
2.36,Gianmarco TAMBERI,1992-06-01,ITA,Rieti (ITA),2016-06-26,senior,high jump,24,M,0
2.36,Mutaz Essa BARSHIM,1991-06-24,QAT,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-16,senior,high jump,25,M,0
2.36,Mutaz Essa BARSHIM,1991-06-24,QAT,"Suhaim bin Hamad Stadium, Doha (QAT)",2017-05-05,senior,high jump,25,M,0
2.36,Mutaz Essa BARSHIM,1991-06-24,QAT,"Letzigrund, Zürich (SUI)",2017-08-24,senior,high jump,26,M,0
2.36,Danil LYSENKO,1997-05-19,RUS,Moskva (RUS) (i),2018-01-21,senior,high jump,20,M,1
2.36,Danil LYSENKO,1997-05-19,ANA,"Arena Birmingham, Birmingham (GBR) (i)",2018-03-01,senior,high jump,20,M,1
2.36,Dzmitry NABOKAU,1996-01-20,BLR,Brest (BLR),2018-05-25,senior,high jump,22,M,0
2.36,Mutaz Essa BARSHIM,1991-06-24,QAT,"Hayward Field, Eugene, OR (USA)",2018-05-26,senior,high jump,26,M,0
2.36,Mutaz Essa BARSHIM,1991-06-24,QAT,"Bislett Stadion, Oslo (NOR)",2018-06-07,senior,high jump,26,M,0
2.36,Danil LYSENKO,1997-05-19,ANA,"Mestský Stadion, Ostrava (CZE)",2018-06-13,senior,high jump,21,M,0
2.36,Brandon STARC,1993-11-24,AUS,Eberstadt (GER),2018-08-26,senior,high jump,24,M,0
2.36,JuVaughn HARRISON,1999-04-30,USA,"Cushing Stadium, College Station, TX (USA)",2021-05-14,senior,high jump,22,M,0
2.36,Sanghyeok WOO,1996-04-23,KOR,"Městská sportovní hala, Hustopeče (CZE) (i)",2022-02-05,senior,high jump,25,M,1
2.36,Mutaz Essa BARSHIM,1991-06-24,QAT,"Stadion Śląski, Chorzów (POL)",2023-07-16,senior,high jump,32,M,0
2.36,Gianmarco TAMBERI,1992-06-01,ITA,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-22,senior,high jump,31,M,0
2.36,JuVaughn HARRISON,1999-04-30,USA,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-22,senior,high jump,24,M,0
2.36,Hamish KERR,1996-08-17,NZL,"Glasgow Arena, Glasgow (GBR) (i)",2024-03-03,senior,high jump,27,M,1
2.36,Hamish KERR,1996-08-17,NZL,"Stade de France, Paris (FRA)",2024-08-10,senior,high jump,27,M,0
2.36,Shelby MCEWEN,1996-04-06,USA,"Stade de France, Paris (FRA)",2024-08-10,senior,high jump,28,M,0
2.36,Hamish KERR,1996-08-17,NZL,"National Stadium, Tokyo (JPN)",2025-09-16,senior,high jump,29,M,0
2.35,Vladimir YASHCHENKO,1959-01-12,URS,"Palazzo dello Sport, Milano (ITA) (i)",1978-03-12,senior,high jump,19,M,1
2.35,Jacek WSZOLA,1956-12-30,POL,Eberstadt (GER),1980-05-25,senior,high jump,23,M,0
2.35,Dietmar MÖGENBURG,1961-08-15,FRG,Rehlingen (GER),1980-05-26,senior,high jump,18,M,0
2.35,Valeriy SEREDA,1959-06-30,URS,Moskva (URS),1983-06-19,senior,high jump,23,M,0
2.35,Jianhua ZHU,1963-05-29,CHN,Guangzhou (CHN),1984-03-05,senior,high jump,20,M,0
2.35,Dietmar MÖGENBURG,1961-08-15,FRG,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-11,senior,high jump,22,M,0
2.35,Jianhua ZHU,1963-05-29,CHN,Shanghai (CHN),1984-09-22,senior,high jump,21,M,0
2.35,Aleksandr KOTOVICH,1961-11-06,URS,Vilnius (LTU) (i),1985-01-13,senior,high jump,23,M,1
2.35,Jim HOWARD,1959-09-11,USA,"Richfield, OH (USA) (i)",1985-02-17,senior,high jump,25,M,1
2.35,Patrik SJÖBERG,1965-01-05,SWE,"Peace and Friendship Stadium, Piraeus (GRE) (i)",1985-03-02,senior,high jump,20,M,1
2.35,Jianhua ZHU,1963-05-29,CHN,Guangzhou (CHN),1985-03-23,senior,high jump,21,M,0
2.35,Jim HOWARD,1959-09-11,USA,"Houston, TX (USA)",1985-05-25,senior,high jump,25,M,0
2.35,Sorin MATEI,1963-07-06,ROU,Bucureşti (ROU),1985-06-01,senior,high jump,21,M,0
2.35,Gennadiy AVDEYENKO,1963-11-04,URS,Leningrad (URS),1985-07-26,senior,high jump,21,M,0
2.35,Patrik SJÖBERG,1965-01-05,SWE,Rieti (ITA),1985-09-04,senior,high jump,20,M,0
2.35,Ján ZVARA,1963-02-12,TCH,Praha (TCH),1985-09-14,senior,high jump,22,M,0
2.35,Igor PAKLIN,1963-06-15,URS,"Bruce Stadium, Canberra (AUS)",1985-10-06,senior,high jump,22,M,0
2.35,Jim HOWARD,1959-09-11,USA,Toronto (CAN) (i),1986-01-31,senior,high jump,26,M,1
2.35,Gennadiy AVDEYENKO,1963-11-04,URS,Sofia (BUL),1986-06-01,senior,high jump,22,M,0
2.35,Igor PAKLIN,1963-06-15,URS,Tashkent (UZB),1986-09-20,senior,high jump,23,M,0
2.35,Gennadiy AVDEYENKO,1963-11-04,URS,Penza (URS) (i),1987-02-08,senior,high jump,23,M,1
2.35,Ján ZVARA,1963-02-12,TCH,Madrid (ESP) (i),1987-02-12,senior,high jump,24,M,1
2.35,Patrik SJÖBERG,1965-01-05,SWE,Barcelona (ESP),1987-07-15,senior,high jump,22,M,0
2.35,Dietmar MÖGENBURG,1961-08-15,FRG,"Stadio Olimpico, Roma (ITA)",1987-09-06,senior,high jump,26,M,0
2.35,Carlo THRÄNHARDT,1957-07-05,FRG,Wuppertal (GER) (i),1988-01-24,senior,high jump,30,M,1
2.35,Patrik SJÖBERG,1965-01-05,SWE,Madrid (ESP) (i),1988-02-02,senior,high jump,23,M,1
2.35,Sorin MATEI,1963-07-06,ROU,"Budapest Sportcsarnok, Budapest (HUN) (i)",1988-03-05,senior,high jump,24,M,1
2.35,Javier SOTOMAYOR,1967-10-13,CUB,La Habana (CUB),1988-03-06,senior,high jump,20,M,0
2.35,Tom MCCANTS,1962-11-27,USA,"Tuscaloosa, AL (USA)",1988-03-27,senior,high jump,25,M,0
2.35,Javier SOTOMAYOR,1967-10-13,CUB,Ciudad de México (MEX),1988-07-23,senior,high jump,20,M,0
2.35,Gerd NAGEL,1957-10-22,FRG,Forbach (FRA),1988-08-07,senior,high jump,30,M,0
2.35,Javier SOTOMAYOR,1967-10-13,CUB,Athina (GRE),1988-09-03,senior,high jump,20,M,0
2.35,Sergey MALCHENKO,1963-11-02,URS,Vladivostok (URS),1988-09-14,senior,high jump,24,M,0
2.35,Rudolf POVARNITSYN,1962-06-13,URS,Vladivostok (URS),1988-09-14,senior,high jump,26,M,0
2.35,Clarence Nicholas SAUNDERS,1963-09-14,BER,Hamilton (CAN) (i),1989-01-13,senior,high jump,25,M,1
2.35,Javier SOTOMAYOR,1967-10-13,CUB,Genova (ITA) (i),1989-02-01,senior,high jump,21,M,1
2.35,Javier SOTOMAYOR,1967-10-13,CUB,Sevilla (ESP) (i),1989-02-28,senior,high jump,21,M,1
2.35,Dietmar MÖGENBURG,1961-08-15,FRG,"Budapest Sportcsarnok, Budapest (HUN) (i)",1989-03-04,senior,high jump,27,M,1
2.35,Patrik SJÖBERG,1965-01-05,SWE,"Budapest Sportcsarnok, Budapest (HUN) (i)",1989-03-04,senior,high jump,24,M,1
2.35,Dalton GRANT,1966-04-08,GBR,"Budapest Sportcsarnok, Budapest (HUN) (i)",1989-03-04,senior,high jump,22,M,1
2.35,Javier SOTOMAYOR,1967-10-13,CUB,Madrid (ESP),1989-06-09,senior,high jump,21,M,0
2.35,Hollis CONWAY,1967-01-08,USA,Villeneuve d'Ascq (FRA),1989-06-25,senior,high jump,22,M,0
2.35,Javier SOTOMAYOR,1967-10-13,CUB,"Westwood, CA (USA)",1989-08-06,senior,high jump,21,M,0
2.35,Javier SOTOMAYOR,1967-10-13,CUB,"Olympiastadion, Berlin (GER)",1989-08-18,senior,high jump,21,M,0
2.35,Gennadiy AVDEYENKO,1963-11-04,URS,Sindelfingen (GER) (i),1990-01-21,senior,high jump,26,M,1
2.35,Sorin MATEI,1963-07-06,ROU,"East Rutherford, NJ (USA) (i)",1990-02-09,senior,high jump,26,M,1
